Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ReportDate_2024,Average Rank,Years Appeared,Adjusted Score,2016_Ranking,2017_Ranking,2018_Ranking,2019_Ranking,2020_Ranking,2021_Ranking,2022_Ranking,2023_Ranking,2024_Ranking,2025_Ranking,TotalRevenue_2020,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,NetIncome_2020,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,OperatingIncome_2020,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,GrossProfit_2020,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,DilutedEPS_2020,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,2016_Stock_Performance,2017_Stock_Performance,2018_Stock_Performance,2019_Stock_Performance,2020_Stock_Performance,2021_Stock_Performance,2022_Stock_Performance,2023_Stock_Performance,2024_Stock_Performance,2025_Stock_Performance
GS,Goldman Sachs,USA,Financials,46600,USD,12/31/2024,0,0,0,,,,,,,,,,,,59339000000,47365000000,46254000000,53512000000,,21635000000,11261000000,8516000000,14276000000,,,,,,,,,,,,59.450001,30.06,22.87,40.54,38.33092879,6.29141326,-35.88246975,42.72348561,15.02110706,46.92425472,-9.398609207,15.19432997,53.37953767,20.43567873
MS,Morgan Stanley,USA,Financials,81000,USD,12/31/2024,0,0,0,,,,,,,,,,,,56414000000,50210000000,50667000000,57621000000,,15034000000,11029000000,9087000000,13390000000,,,,,,,,,,,,8.03,6.15,5.18,7.95,40.99310329,24.13883286,-23.72644179,34.3941432,36.48447275,46.01187999,-11.39457828,13.10453655,40.65444282,12.84680471
C,Citigroup,USA,Financials,229000,USD,12/31/2024,0,0,0,,,,,,,,,,,,71887000000,74480000000,77024000000,81089000000,,21952000000,14845000000,9228000000,12682000000,,,,,,,,,,,,10.14,7,4.04,5.95,18.18711501,24.40992488,-29.44697101,61.34668807,-20.98355729,1.112718025,-23.09871166,17.63047196,42.32084098,20.72697643
AXP,American Express,USA,Financials,75100,USD,12/31/2024,0,0,0,,,,,,,,,,,,43147000000,52862000000,60515000000,65949000000,,8060000000,7514000000,8374000000,10129000000,,,,,,,,,,,3.77,10.02,9.85,11.21,,10.91039026,34.74308089,-3.945878594,34.30176558,-2.82193005,36.91158553,-9.022967635,27.13038577,61.34386754,6.330418751
V,Visa,USA,Financials,,USD,9/30/2024,0,0,0,,,,,,,,,,,,24105000000,29310000000,32653000000,35926000000,,12311000000,14957000000,17273000000,19743000000,,15807000000,19681000000,21927000000,24057000000,,19135000000,23577000000,26086000000,28884000000,,5.63,7,8.28,9.73,3.356985997,45.79366684,15.04974169,45.4116974,16.24555467,-0.472953032,-3.764448319,25.39062136,22.38364109,10.06875516
MA,Mastercard,USA,Financials,35300,USD,12/31/2024,0,0,0,,,,,,,,,,,,18884000000,22237000000,25098000000,28167000000,,8687000000,9930000000,11195000000,12874000000,,10227000000,12722000000,14630000000,16327000000,,14395000000,16974000000,19076000000,21494000000,,8.76,10.22,11.83,13.89,9.137852893,46.04478772,23.13013517,61.10244553,18.97321025,1.329827421,-2.785680978,22.61755799,24.6409956,4.311350543
SCHW,Charles Schwab,USA,Financials,32100,USD,12/31/2024,0,0,0,,,,,,,,,,,,18520000000,20762000000,18837000000,19606000000,,5855000000,7183000000,5067000000,5942000000,,,,,,,,,,,,2.83,3.5,2.54,2.99,24.7243623,29.2532494,-19.63832323,19.39939606,11.74854738,60.41029049,-0.448991883,-16.28084272,10.12037258,21.76480588
UBS,UBS,Switzerland,Financials,106789,USD,12/31/2024,0,0,0,,,,,,,,,,,,35059000000,33270000000,38860000000,45346000000,,7457000000,7629000000,27366000000,5086000000,,,,,,,,,,,,2.06,2.25,8.3,1.52,-12.32850336,17.41660643,-32.97297685,8.29122317,17.79517695,27.00584641,6.73808649,66.72562932,2.622705705,10.1812132
HSBC,HSBC,United Kingdom,Financials,211940,USD,12/31/2024,0,0,0,,,,,,,,,,,,64247000000,53719000000,64440000000,67396000000,,13917000000,15559000000,23533000000,23979000000,,,,,,,,,,,,3.1,3.7,5.7,6.2,13.07457176,33.09053097,-16.7143549,3.007956936,-31.71501802,20.14782487,6.975577976,37.1170672,36.06397479,29.60621765
BNP.PA,BNP Paribas,France,Financials,178000,EUR,12/31/2024,0,0,0,,,,,,,,,,,,65891472065,67203338478,69843440402,77016613698,,11093572655,11514492359,12832204878,13665859737,,,,,,,,,,,,8.488547373,8.792544937,10.03191962,11.18944881,22.81108693,7.935141271,-33.68066777,46.1117144,-18.59962485,45.09199058,-6.471241446,24.19373727,-0.388588668,37.44991824
GLE.PA,Societe Generale,France,Financials,111754,EUR,12/31/2024,0,0,0,,,,,,,,,,,,42381937351,42204215698,51865492136,61394646556,,6595577924,2133829057,2914868953,4910729885,,,,,,,,,,,,6.980251765,1.753832102,2.537210441,5.121189737,18.05622688,-2.775972442,-31.90294162,23.94216701,-45.78770609,78.54577501,-17.07088131,9.204534827,15.14748932,83.77517683
BARC.L,Barclays,United Kingdom,Financials,93000,GBP,12/31/2024,0,0,0,,,,,,,,,,,,30131345554,34340730487,34838939398,36000054381,,9619686662,8136039740,7217853069,8656208272,,,,,,,,,,,,0.50232634,0.408997949,0.369196135,0.477621766,3.309545347,-10.16048975,-26.36748137,21.47658476,-17.325633,27.93606774,-17.81027155,-3.552911386,71.88045204,27.22535334
DBK.DE,Deutsche Bank,Germany,Financials,89687,EUR,12/31/2024,0,0,0,,,,,,,,,,,,29584809115,31166765671,33761267960,35132764664,,2765208614,6459948242,5579524527,3935599236,,,,,,,,,,,,1.087375903,2.771054721,2.373519444,1.60183332,-21.23287433,4.595194139,-56.08300645,-0.468488119,28.08070729,22.05603534,-2.260105343,19.94866687,38.56022015,61.17677433
BLK,BlackRock,USA,Financials,22600,USD,12/31/2024,0,0,0,,,,,,,,,,,,19374000000,17873000000,17859000000,20407000000,,5901000000,5178000000,5502000000,6369000000,,7488000000,6476000000,6333000000,7538000000,,9719000000,8684000000,8582000000,10086000000,,38.06712,33.97,36.51,42.01,17.2126674,36.73306441,-23.27394959,33.60179055,42.56423406,27.53578558,-20.63794373,16.0008165,30.81692991,2.827114658
ALV.DE,Allianz,Germany,Financials,156626,EUR,12/31/2024,0,0,0,,,,,,,,,,,,1.39E+11,72425081255,1.20E+11,1.40E+11,,7728553462,7507570617,9986319988,11611537735,,,,,,,,,,,,18.50877478,18.09954729,24.76410928,29.44099488,3.055158681,28.03873786,-5.492799328,30.04445778,-2.382982007,7.162403881,1.707014627,26.60675282,28.31798346,20.71038894
CS.PA,AXA,France,Financials,100041,EUR,12/31/2024,0,0,0,,,,,,,,,,,,1.31E+11,80739414639,98893915336,1.05E+11,,8528300900,5917429512,8405532653,9220479970,,,,,,,,,,,,3.472587562,2.478749371,3.659662986,3.863959872,1.871317037,8.072075443,-20.04949863,42.83503941,-19.44568179,41.17560262,5.302663831,19.39737139,22.10859903,28.69066741
MET,MetLife,USA,Financials,45000,USD,12/31/2024,0,0,0,,,,,,,,,,,,63327000000,67822000000,66407000000,69897000000,,6855000000,5284000000,1578000000,4426000000,,,,,,,,,,,,7.695566,2.91,1.81,5.94,18.53829819,7.18937594,-17.07796459,29.57474111,-5.124510614,37.39109226,18.37913368,-5.585089311,26.98312386,-0.931862258
PRU.L,Prudential,United Kingdom,Financials,15412,USD,12/31/2024,0,0,0,,,,,,,,,,,,26500000000,-27588000000,11970000000,8139000000,,-2042000000,-1007000000,1701000000,2285000000,,,,,,,,,,,,-0.777,-0.368,0.619,0.84,7.164561119,16.4383621,-27.22791356,22.09372439,-6.014823898,-4.18889344,-12.11244375,-22.17543753,-28.53273,44.87099169
0939.HK,China Construction Bank,China,Financials,376847,CNY,12/31/2024,0,0,0,,,,,,,,,,,,1.15E+11,1.09E+11,1.07E+11,1.05E+11,,42206209387,45305476973,46411301898,46819254470,,,,,,,,,,,0.147889783,0.166027209,0.178583889,0.182769449,,19.58387601,28.20793247,-7.826344763,10.71780489,-6.681756463,-0.908964328,-3.0150055,5.584654406,49.17704847,32.60592666
1398.HK,ICBC,China,Financials,415159,CNY,12/31/2024,0,0,0,,,,,,,,,,,,1.31E+11,1.22E+11,1.17E+11,1.14E+11,,48599652132,50384653910,50783816806,51044716706,,,,,,,,,,,,0.13254273,0.135333103,0.13672829,0.13672829,6.884188856,42.50413088,-9.028707063,12.55003506,-13.00612385,-4.845129019,-2.480410953,5.935018165,44.99201658,25.14851352
2318.HK,Ping An Insurance,China,Financials,273053,CNY,12/31/2024,0,0,0,,,,,,,,,,,,1.48E+11,92710849348,94683643247,1.04E+11,,14177607526,15487687774,11951866290,17664039403,,,,,,,,,,,,0.798046754,0.874782019,0.661318464,0.975235456,-7.301633824,113.3003693,-15.37494671,38.54000881,5.125904479,-38.48067283,-3.405575407,-26.87765438,41.78524328,10.40525705
MUV2.DE,Munich Re,Germany,Financials,43615,EUR,12/31/2024,0,0,0,,,,,,,,,,,,74666478682,67468751736,44810410202,48358997154,,3429326370,6212073305,5385433774,6647023666,,,,,,,,,,,,24.47180393,44.57071981,39.61322107,50.01929154,4.251985771,5.988022593,9.763364,44.71587368,-3.390752262,10.2665989,21.97070746,27.77193402,35.35914077,16.22335698
CB,Chubb,USA,Financials,43000,USD,12/31/2024,0,0,0,,,,,,,,,,,,40770000000,42975000000,50133000000,56150000000,,8525000000,5246000000,9028000000,9272000000,,,,,,,,,,,,19.27,12.55,21.8,22.51,17.42822781,12.29032614,-10.76934859,24.1315189,-0.022824166,28.95631267,15.8629008,4.480227183,23.28547984,3.063571381
TRV,Travelers,USA,Financials,34000,USD,12/31/2024,0,0,0,,,,,,,,,,,,34816000000,36896000000,41373000000,46428000000,,3662000000,2842000000,2991000000,4999000000,,,,,,,,,,,,14.49,11.77,12.79,21.47,13.12603218,12.75953128,-11.21590199,18.85449295,3.90822794,14.02849737,22.03896358,4.364023072,28.40871067,9.59740191
MFC,Manulife,Canada,Financials,37000,CAD,12/31/2024,0,0,0,,,,,,,,,,,,43861732632,17310582035,31011280659,33410295564,,4879389618,-1539239627,4004221944,4127361114,,,,,,,,,,,,2.594718229,2.697334204,1.913054965,2.081638353,26.45741056,19.61068209,-30.60673884,50.39136529,-8.209819706,11.34591984,-1.748912053,31.42354899,43.2445312,4.032519581
UNH,UnitedHealth Group,USA,Health Care,400000,USD,12/31/2024,0,0,0,,,,,,,,,,,,2.88E+11,3.24E+11,3.72E+11,4.00E+11,,17285000000,20120000000,22381000000,14405000000,,23970000000,28435000000,32358000000,32287000000,,69652000000,79617000000,90958000000,89399000000,,18.08,21.18,23.86,15.51,39.27246413,38.8890533,12.91315405,21.96711683,19.28279749,45.54630409,7.393980289,1.764528911,-2.104911642,-38.45773279
PFE,Pfizer,USA,Health Care,81000,USD,12/31/2024,0,0,0,,,,,,,,,,,,81288000000,1.01E+11,59553000000,63627000000,,21979000000,31372000000,2119000000,8031000000,,23704000000,38117000000,4416000000,14938000000,,50467000000,66831000000,34599000000,45776000000,,3.85,5.47,0.37,1.41,5.834683697,15.12199556,22.3055489,-6.413099503,2.55938653,64.59192889,-9.565662939,-40.99926098,-2.92594447,-6.321420542
MRK,Merck,USA,Health Care,73000,USD,12/31/2024,0,0,0,,,,,,,,,,,,48704000000,59283000000,60115000000,64168000000,,13049000000,14519000000,365000000,17117000000,,13199000000,18282000000,2954000000,20221000000,,35078000000,41872000000,43989000000,48975000000,,5.14,5.71,0.14,6.74,16.84604687,-1.952858138,37.26833661,24.1994444,-8.707962846,2.168926098,49.53846996,1.503896813,-7.424905,-19.64283271
ABBV,AbbVie,USA,Health Care,55000,USD,12/31/2024,0,0,0,,,,,,,,,,,,56197000000,58054000000,54318000000,56334000000,,11542000000,11836000000,4863000000,4278000000,,17924000000,18814000000,13535000000,11894000000,,38751000000,40640000000,33903000000,39430000000,,6.45,6.63,2.72,2.39,12.02338077,59.31166268,-2.539355261,2.50150451,24.71671008,32.90716736,23.99857561,-0.499585186,17.90897678,3.957192721
LLY,Eli Lilly,USA,Health Care,47000,USD,12/31/2024,0,0,0,,,,,,,,,,,,28318400000,28541400000,34124100000,45042700000,,5581700000,6244800000,5240400000,10590000000,,7933000000,8653300000,10787300000,17501700000,,21005600000,21911600000,27041900000,36624400000,,5.852967,6.572215,5.8,11.71,-9.444571303,17.21281394,38.60988028,16.9650889,29.28509627,66.5198823,35.14087242,60.7244912,34.19662677,-0.283285941
AMGN,Amgen,USA,Health Care,28000,USD,12/31/2024,0,0,0,,,,,,,,,,,,25979000000,26323000000,28190000000,33424000000,,5893000000,6552000000,6717000000,4090000000,,9144000000,9566000000,7897000000,7258000000,,19525000000,19917000000,19739000000,20566000000,,10.28,12.11,12.49,7.56,-5.619929416,20.90384888,11.96721397,28.59793811,-3.930402001,0.962691787,21.15355597,14.23417163,-7.012333944,7.497849139
BMY,Bristol-Myers Squibb,USA,Health Care,34100,USD,12/31/2024,0,0,0,,,,,,,,,,,,46385000000,46159000000,45006000000,48300000000,,6994000000,6327000000,8025000000,-8948000000,,8537000000,9104000000,8195000000,5887000000,,36445000000,36022000000,34313000000,34332000000,,3.12,2.95,3.86,-4.41,-11.77243943,7.08586634,-14.8052765,28.40366344,-0.733130082,3.644917763,19.51773263,-25.94933888,14.469536,-16.793352
JNJ,Johnson & Johnson,USA,Health Care,138100,USD,12/31/2024,0,0,0,,,,,,,,,,,,78740000000,79990000000,85159000000,88821000000,,20878000000,17941000000,35153000000,14066000000,,20943000000,21013000000,23409000000,22149000000,,55338000000,55394000000,58606000000,61350000000,,7.81,6.73,13.72,5.79,16.47444445,23.81264479,-6.399826898,16.59713428,9.887169234,12.34576007,6.510312175,-8.324093459,-5.768168354,6.690798585
GILD,Gilead Sciences,USA,Health Care,17600,USD,12/31/2024,0,0,0,,,,,,,,,,,,27305000000,27281000000,27116000000,28754000000,,6225000000,4592000000,5665000000,480000000,,10857000000,10974000000,8810000000,10505000000,,20704000000,21624000000,20618000000,22503000000,,4.93,3.64,4.5,0.38,-26.56397303,1.918358491,-11.56370075,9.176495846,-10.04012765,30.37970906,24.21123716,-1.105807693,18.36607702,21.18122587
CVS,CVS Health,USA,Health Care,219000,USD,12/31/2024,0,0,0,,,,,,,,,,,,2.92E+11,3.22E+11,3.58E+11,3.73E+11,,8001000000,4311000000,8344000000,4614000000,,15099000000,16290000000,14599000000,9795000000,,52120000000,54502000000,54431000000,51401000000,,5.95,3.26,6.47,3.66,-16.46329953,-6.545749297,-8.213487769,17.51257254,-6.358681888,54.78856894,-7.311414663,-11.1318259,-41.97965272,55.34358252
CI,Cigna,USA,Health Care,71295,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.74E+11,1.80E+11,1.95E+11,2.44E+11,,5370000000,6704000000,5164000000,3434000000,,,,,,,,,,,,15.75,21.299091,17.39,12.12,-7.796195841,51.7015254,-6.586503112,8.167471134,-0.63207542,12.31954988,46.76756315,-6.854053952,-7.178553277,18.17397513
ELV,Elevance Health,USA,Health Care,104200,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.39E+11,1.57E+11,1.71E+11,1.77E+11,,6158000000,5894000000,5987000000,5980000000,,,,,,,,,,,,24.73,24.81,25.22,25.68,6.506556333,57.87293957,16.51860416,19.51863356,5.158252652,47.24600138,12.24911608,-6.104009922,-20.77246913,3.332345902
HUM,Humana,USA,Health Care,65680,USD,12/31/2024,0,0,0,,,,,,,,,,,,83064000000,92870000000,1.06E+11,1.18E+11,,2933000000,2806000000,2489000000,1207000000,,,,,,,,,,,,22.67,22.08,20,9.98,15.39511666,23.30499342,13.97503768,30.8239451,11.37119366,12.32484927,11.75113931,-9.237792152,-44.2641033,-5.209808263
MCK,McKesson,USA,Health Care,43000,USD,3/31/2025,0,0,0,,,,,,,,,,,,2.64E+11,2.77E+11,3.09E+11,3.59E+11,,1114000000,3560000000,3002000000,3295000000,,2593000000,4582000000,4171000000,4816000000,,13130000000,12358000000,12828000000,13323000000,,7.23,25.03,22.39,25.72,-26.95457889,11.98856132,-29.11963585,26.36653786,25.97556152,44.12040698,52.45299032,24.92705655,23.930884,26.97558527
CAH,Cardinal Health,USA,Health Care,47922,USD,6/30/2024,0,0,0,,,,,,,,,,,,1.62E+11,1.81E+11,2.05E+11,2.27E+11,,611000000,-938000000,330000000,852000000,,1794000000,1648000000,1789000000,2130000000,,6778000000,6484000000,6874000000,7414000000,,2.08,-3.35,1,3.45,-16.08293753,-12.67251383,-25.86240723,18.63857029,8.224013608,-0.624439792,53.99179422,34.86710339,18.79980203,41.85161369
GEHC,GE Healthcare,USA,Health Care,53000,USD,12/31/2024,0,0,0,,,,,,,,,,,,17585000000,18341000000,19552000000,19672000000,,2247000000,1916000000,1568000000,1993000000,,2795000000,2522000000,2435000000,2625000000,,7174000000,7179000000,7922000000,8205000000,,4.941611,4.22,3.03,4.34,,,,,,,-7.333321405,27.5762239,2.786351524,-5.66478615
CNC,Centene Corporation,USA,Health Care,60400,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.26E+11,1.45E+11,1.54E+11,1.63E+11,,1347000000,1202000000,2702000000,3305000000,,3263000000,3636000000,3459000000,3188000000,,14199000000,16656000000,17315000000,16829000000,,2.28,2.07,4.95,6.31,-12.53676244,76.27118305,12.0158952,10.53831714,-6.446493177,38.57448774,-1.359149942,-9.500001116,-19.51999919,-11.65111907
WBA,Walgreens Boots Alliance,USA,Health Care,193000,USD,8/31/2024,0,0,0,,,,,,,,,,,,1.33E+11,1.33E+11,1.39E+11,1.48E+11,,2542000000,4337000000,-3080000000,-8636000000,,3481000000,970000000,-7133000000,-1589000000,,28067000000,28265000000,27072000000,26524000000,,2.93,5.01,-3.57,-10.01,0.713898132,-10.87743761,-4.909490139,-9.572030562,-30.70593545,34.36780678,-25.20380391,-26.05484821,-61.57476866,21.93822567
REGN,Regeneron,USA,Health Care,15158,USD,12/31/2024,0,0,0,,,,,,,,,,,,16071700000,12172900000,13117200000,14202000000,,8075300000,4338400000,3953600000,4412600000,,8946800000,4738900000,4047100000,3990700000,,13634200000,10612500000,11301400000,12231500000,,71.97,38.22,34.77,38.34,-30.966978,1.380641159,-4.442924179,1.507541177,26.53439004,31.97288899,15.43838991,21.67041621,-19.6038438,-27.52543185
NVO,Novo Nordisk,Denmark,Health Care,77406,DKK,12/31/2024,0,0,0,,,,,,,,,,,,22065852547,27731824372,36399410358,45511291031,,7484367330,8701750445,13114607519,15826607365,,9190552960,11723894625,16075161642,20112993253,,18358225135,23273519164,30794401719,38533905469,,1.625162577,1.915090328,2.918083625,3.546521613,-36.2465171,52.6509831,-13.89008674,28.2024953,21.33101156,59.65235805,25.28625374,52.66312416,-14.78543229,-20.8122153
SNY,Sanofi,France,Health Care,82878,EUR,12/31/2024,0,0,0,,,,,,,,,,,,45804248393,47424789255,48660656276,51780138974,,7276064780,9787552350,6313795567,6500870991,,10694868157,12774913030,10727606356,11063172898,,31475440121,33532100565,33895728421,36340570371,,2.893822968,3.893507266,2.513826013,2.589825404,-0.328556187,9.492079951,5.008329057,22.0745127,-0.841656318,7.309970273,-0.680694916,6.611615214,1.934465855,3.415477459
AZN,AstraZeneca,United Kingdom,Health Care,94300,USD,12/31/2024,0,0,0,,,,,,,,,,,,37417000000,44351000000,45811000000,54073000000,,112000000,3288000000,5955000000,7035000000,,-139000000,4512000000,8722000000,10251000000,,24980000000,31960000000,37543000000,43866000000,,0.04,1.055,1.905,2.25,-14.68441079,32.22529909,11.49797124,37.02553374,2.608110525,17.98451245,19.11473613,0.183810904,0.219519473,7.328768066
BAYN.DE,Bayer,Germany,Health Care,90885,EUR,12/31/2024,0,0,0,,,,,,,,,,,,51540448587,59325124676,55698199890,54492732625,,1169221401,4852268815,-3438680141,-2983853016,,8078150661,8573900535,9395863180,3889999602,,31878821504,36091526213,32607246437,29623393421,,1.192605829,4.934114313,-3.49597199,-3.039975643,-12.50663063,5.241855048,-40.31156515,27.77334749,-30.65360693,-0.412225773,5.332972274,-27.87749155,-42.61917079,41.02335697
BIIB,Biogen,USA,Health Care,7605,USD,12/31/2024,0,0,0,,,,,,,,,,,,10981700000,10173400000,9835600000,9675900000,,1556100000,3046900000,1161100000,1632200000,,2808000000,2901900000,1831100000,2218900000,,8872000000,7895100000,7302200000,7365500000,,10.4,20.87,7.97,11.18,-5.580345598,11.45826015,-8.603458013,-0.279607392,-18.55145997,-2.33580425,15.31127232,-6.490088266,-41.68737232,-18.04471865
MRNA,Moderna,USA,Health Care,5800,USD,12/31/2024,0,0,0,,,,,,,,,,,,17736000000,18875000000,6754000000,3199000000,,12202000000,8362000000,-4714000000,-3561000000,,13296000000,9420000000,-4239000000,-3945000000,,15119000000,13459000000,2061000000,1735000000,,28.29,20.12,-12.33,-9.28,,,-35.68181992,27.59543769,467.8589626,134.6358279,-27.31466548,-45.00968007,-60.57268507,-35.63981195
ZTS,Zoetis,USA,Health Care,13800,USD,12/31/2024,0,0,0,,,,,,,,,,,,7776000000,8080000000,8544000000,9256000000,,2037000000,2114000000,2344000000,2486000000,,2803000000,2928000000,3069000000,3392000000,,5473000000,5626000000,5983000000,6537000000,,4.27,4.49,5.07,5.47,14.99584565,34.66876868,17.16792197,57.43997982,25.11254353,48.50051917,-39.07086344,33.97709994,-16.31500431,-4.669915608
IQV,IQVIA,USA,Health Care,89000,USD,12/31/2024,0,0,0,,,,,,,,,,,,13874000000,14410000000,14984000000,15405000000,,966000000,1091000000,1358000000,1373000000,,1413000000,1827000000,2061000000,2269000000,,4641000000,5028000000,5239000000,5375000000,,4.95,5.72,7.29,7.49,12.06896901,27.62352065,15.62120132,34.1228844,14.35934366,58.37815595,-27.36972883,11.21900228,-14.02508325,-20.79770877
DVA,DaVita,USA,Health Care,76000,USD,12/31/2024,0,0,0,,,,,,,,,,,,11618797000,11609894000,12140147000,12815550000,,978450000,560400000,691535000,936342000,,1770433000,1312542000,1601003000,1954828000,,3646383000,3400341000,3820430000,4217029000,,8.9,5.85,7.42,10.73,-6.69960874,11.60025082,-30.30302854,44.68750142,53.46797332,-3.640693151,-34.54019605,39.79183176,43.28485936,-5.345092602
ILMN,Illumina,USA,Health Care,8970,USD,12/31/2024,0,0,0,,,,,,,,,,,,4526000000,4584000000,4504000000,4372000000,,762000000,-4404000000,-1161000000,-1223000000,,-123000000,354000000,-222000000,600000000,,3154000000,2972000000,2744000000,2861000000,,5.04,-28,-7.34,-7.69,-31.76658695,69.14918589,32.67638729,11.34334856,10.64883695,3.61342238,-46.94445215,-32.05485221,-0.420652828,-29.26119335
HCA,HCA Healthcare,USA,Health Care,226000,USD,12/31/2024,0,0,0,,,,,,,,,,,,58752000000,60233000000,64968000000,70603000000,,6956000000,5643000000,5242000000,5760000000,,9678000000,9053000000,9627000000,10547000000,,49271000000,50862000000,55066000000,59848000000,,21.16,19.15,18.97,22,12.68077304,18.12803188,40.87948531,21.53720556,10.18934954,59.36786706,-5.5533781,13.02934676,11.59603371,25.75384697
CAT,Caterpillar,USA,Industrials,112900,USD,12/31/2024,0,0,0,,,,,,,,,,,,50971000000,59427000000,67060000000,64809000000,,6489000000,6705000000,10335000000,10792000000,,6878000000,8829000000,12966000000,13072000000,,15003000000,17512000000,23263000000,23324000000,,11.83,12.64,20.12,22.05,44.40063652,72.68742064,-18.87602115,22.31025892,24.47223435,14.96452928,18.26134222,25.36268835,25.69686193,6.147438771
UNP,Union Pacific,USA,Industrials,30146,USD,12/31/2024,0,0,0,,,,,,,,,,,,21804000000,24875000000,24119000000,24250000000,,6523000000,6998000000,6379000000,6747000000,,9338000000,9917000000,9082000000,9713000000,,10514000000,11205000000,10529000000,11039000000,,9.95,11.21,10.45,11.09,38.33139067,31.28812679,3.686320762,35.7604713,16.26665375,22.2492083,-16.37192644,21.47953525,-4.958812031,1.787989652
RTX,Raytheon Technologies,USA,Industrials,185000,USD,12/31/2024,0,0,0,,,,,,,,,,,,64388000000,67074000000,68920000000,80738000000,,3864000000,5197000000,3195000000,4774000000,,5136000000,5504000000,3561000000,6538000000,,12491000000,13668000000,12089000000,15410000000,,2.56,3.5,2.23,3.55,19.1493649,18.30036996,-15.78887901,45.74336569,-22.1071797,23.1178802,19.98604887,-14.4976065,40.30382204,24.93231014
LMT,Lockheed Martin,USA,Industrials,121000,USD,12/31/2024,0,0,0,,,,,,,,,,,,67044000000,65984000000,67571000000,71043000000,,6315000000,5732000000,6920000000,5336000000,,9123000000,8348000000,8507000000,7013000000,,9061000000,8287000000,8479000000,6930000000,,22.76,21.66,27.55,22.31,20.11399166,31.10499149,-16.77745324,55.60195224,-7.535744642,2.620489692,40.76480839,-3.694952159,9.184376658,-4.276823028
GE,General Electric,USA,Industrials,53000,USD,12/31/2024,0,0,0,,,,,,,,,,,,56469000000,29139000000,35348000000,38702000000,,-6337000000,336000000,9482000000,6556000000,,1058000000,3596000000,4717000000,6761000000,,13091000000,10152000000,12409000000,14394000000,,-6.16,0.05,8.36,5.99,6.671717967,-43.04238192,-56.07064048,55.08672748,-4.146475567,9.043640317,-11.62485297,95.10692335,66.9309907,51.84822368
NOC,Northrop Grumman,USA,Industrials,97000,USD,12/31/2024,0,0,0,,,,,,,,,,,,35667000000,36602000000,39290000000,41033000000,,7005000000,4896000000,2056000000,4174000000,,3671000000,3601000000,2537000000,4370000000,,7268000000,7474000000,6551000000,8362000000,,43.54,31.47,13.53,28.34,27.10598451,33.01555936,-19.94396596,47.04370371,-10.66501458,28.72000746,43.06326821,-12.68071876,1.103318143,5.635642977
HON,Honeywell,USA,Industrials,102000,USD,12/31/2024,0,0,0,,,,,,,,,,,,34392000000,35466000000,36662000000,38498000000,,5542000000,4966000000,5658000000,5705000000,,6200000000,6427000000,7084000000,7660000000,,12331000000,13119000000,13667000000,14662000000,,7.91,7.27,8.47,8.71,17.14785433,34.19611138,-9.482021743,38.26703014,21.61746262,-1.029363241,5.230823796,-0.376223791,10.81054589,1.84098698
WM,Waste Management,USA,Industrials,61700,USD,12/31/2024,0,0,0,,,,,,,,,,,,17931000000,19698000000,20426000000,22063000000,,1816000000,2238000000,2304000000,2746000000,,2957000000,3428000000,3823000000,4149000000,,6820000000,7404000000,7820000000,8680000000,,4.29,5.39,5.66,6.81,38.38329346,24.30583988,4.271314042,31.54895146,4.449768506,42.7293096,-4.246785954,15.80460766,15.44607322,13.32460991
DE,Deere & Company,USA,Industrials,75800,USD,10/31/2024,0,0,0,,,,,,,,,,,,43033000000,51282000000,60248000000,50518000000,,5963000000,7131000000,10166000000,7100000000,,7663000000,9026000000,14591000000,11427000000,,13715000000,15730000000,22306000000,19495000000,,18.99,23.28,34.63,25.62,39.83753928,53.87381097,-5.524623848,21.30072236,55.37616276,27.23078197,26.17871203,-5.312208976,7.584569113,20.90065913
BA,Boeing,USA,Industrials,172000,USD,12/31/2024,0,0,0,,,,,,,,,,,,62286000000,66608000000,77794000000,66517000000,,-4202000000,-4935000000,-2222000000,-11817000000,,-3357000000,-3509000000,-821000000,-10824000000,,3049000000,3530000000,7724000000,-1991000000,,-7.15,-8.3,-3.67,-18.36,13.83605595,93.94270709,9.075042131,5.607554514,-33.66028461,-3.471425374,-6.622546327,35.09199678,-31.37826341,20.32415792
MMM,3M,USA,Industrials,61500,USD,12/31/2024,0,0,0,,,,,,,,,,,,35355000000,26161000000,24610000000,24575000000,,5921000000,5777000000,-6995000000,4173000000,,7369000000,1916000000,-10725000000,4822000000,,16560000000,10308000000,9627000000,10128000000,,10.12,10.18,-12.63,7.55,23.84602232,34.70763381,-17.55302524,-3.229509609,1.639489123,4.730626599,-29.89865813,-4.600936725,47.11168394,17.82800731
