,Unnamed: 0,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,Average Rank,Years Appeared,Adjusted Score,2016_x,2017_x,2018_x,2019_x,2020_x,2021_x,2022_x,2023_x,2024_x,2025_x,TotalRevenue_2020,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,NetIncome_2020,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,OperatingIncome_2020,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,GrossProfit_2020,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,DilutedEPS_2020,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,ReportDate_2024,2016_y,2017_y,2018_y,2019_y,2020_y,2021_y,2022_y,2023_y,2024_y,2025_y
93,93,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,EUR,8.0,1,0.125,,,,,8.0,,,,,,,78633699388.0,118075000000.0,94880968318.0,81252445856.0,,3667625159.0,1934445129.0,3953996643.0,8069005366.0,,-7077630990.0,-26806211100.0,6958022016.0,12479586264.0,,21945946465.0,5427257173.0,38625647838.0,43566418512.0,,0.356526748,0.172512943,0.368027611,0.77055781,12/31/2024,12.76104626870232,28.042099644478768,3.049638033403697,48.90727689033203,20.314555957813788,-11.903574614933635,-23.95141267363381,42.09829225343796,8.77439578183754,20.55629111903384
94,94,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,BRL,42.0,4,0.095238095,,,52.0,72.0,,,23.0,,,21.0,,2272519602.0,2157618913.0,1947626719.0,2032950540.0,,283365630.7,482581694.6,621476292.6,775469106.4,,1003238010.0,941624865.2,984841374.3,1006115837.0,,1071182156.0,1012828470.0,1070444080.0,1106585531.0,,0.347292671,0.591452193,0.761680872,0.9504131,12/31/2024,7.686839219196956,7.648644863115379,19.94759424179378,57.80989479942215,-10.919331514471486,-8.35322481191635,1.9446566807087171,19.82553432985362,-20.58165683649636,16.619722608109594
95,95,ENI.MI,Eni SpA,Italy,Energy,32492.0,EUR,45.5,2,0.043956044,29.0,62.0,,,,,,,,,,88067857173.0,152400000000.0,107783000000.0,102124000000.0,,6694652257.0,15971248222.0,5487061659.0,3017826408.0,,12737205592.0,22729155224.0,10656699505.0,7844738541.0,,16058654779.0,26196665370.0,14263370090.0,11596319998.0,-2.783208807,1.840138054,4.542840821,1.610120797,,12/31/2024,20.37940200860788,-5.53181443672184,4.259866800487239,7.25863188917288,-34.051759863899406,51.36920687510573,15.441886063671989,22.34688704703604,-9.500865327593818,11.954358841666988
96,96,ENPH,Enphase Energy Inc,USA,Information Technology,,USD,12.0,2,0.166666667,,,,,,,,,14.0,10.0,,1382049000.0,2330853000.0,2290786000.0,1330383000.0,,145449000.0,397362000.0,438936000.0,102658000.0,,215832000.0,450645000.0,461425000.0,90446000.0,,554422000.0,974595000.0,1058388000.0,629138000.0,,1.02,2.77,3.08,0.75,12/31/2024,-70.55393671119857,136.27452263690952,102.09203814657197,447.9481687290817,555.7830381957943,4.314497395375041,43.043782090680686,-50.9083505599613,-46.280422107656086,-50.76221659610102
97,97,EQIX,Equinix Inc,USA,Information Technology,,USD,70.5,2,0.028368794,,,,,,,,,69.0,72.0,,6635537000.0,7263000000.0,8188000000.0,8748000000.0,,500191000.0,705000000.0,969000000.0,815000000.0,,1120086000.0,1226000000.0,1451000000.0,1624000000.0,,3163115000.0,3512000000.0,3960000000.0,4281000000.0,,5.53,7.67,10.31,8.5,12/31/2024,21.75896618730835,29.23900604349725,-20.40288158204432,69.43666686957735,21.779541170550495,19.530595806856294,-21.111354267029057,23.84169790909116,18.960588895961987,-4.214739870749337
98,98,ERG.MI,ERG SpA,Italy,Utilities,665.0,EUR,30.2,5,0.165562914,,,,16.0,35.0,,,54.0,28.0,18.0,,691671091.7,820976442.7,852144931.0,848837282.9,,198846468.2,435812546.3,205483616.1,215166192.6,,228677406.2,303621628.8,339466368.0,290281778.0,,675710194.3,803508932.2,823484780.8,824041422.6,0.833812556,1.334100089,2.914318643,1.376653282,,12/31/2024,-13.85376266056435,56.70879375251759,14.05336833604965,22.37694508632028,27.454424470659493,24.67671433743793,4.670764880884271,2.886762246140797,-29.242973494165565,-0.8205799597735388
99,99,ESSITY-B.ST,Essity AB,Sweden,Consumer Staples,36000.0,SEK,57.5,4,0.069565217,,,,,,63.0,,52.0,68.0,47.0,,10458633416.0,13535841959.0,15167213956.0,15002190480.0,,888508663.5,573819922.2,984780947.9,2153035843.0,,1072188761.0,927574183.6,1690537191.0,1924724162.0,,3004025115.0,3301087988.0,4449861660.0,4858348880.0,,1.26473333,0.81738674,1.401823413,3.074734737,12/31/2024,,-6.010479173866806,-4.023140826105357,42.15468757884087,-10.141358469481013,13.386825373733464,-4.64167449789864,-6.644920722713174,22.176573227983692,-9.975104056665131
100,100,FSLR,First Solar Inc,USA,Information Technology,8100.0,USD,31.33333333,3,0.095744681,,,,,,,,46.0,34.0,14.0,,2923377000.0,2619319000.0,3318602000.0,4206289000.0,,468693000.0,-44166000.0,830777000.0,1292044000.0,,439467000.0,-280747000.0,885973000.0,1393735000.0,,729954000.0,69858000.0,1300679000.0,1857864000.0,,4.38,-0.41,7.74,12.02,12/31/2024,-50.40951845680373,107.05303704175088,-37.51473809267826,35.14291827540501,77.90779011211558,-13.329396211319954,70.19655681211465,14.085163264805022,4.146690708764433,-18.6836067724973
101,101,FRA.DE,Fraport AG Frankfurt Airport Services Worldwide,Germany,Health Care,19431.0,EUR,96.0,1,0.010416667,,96.0,,,,,,,,,,2464979932.0,3673835625.0,4600920178.0,5091431978.0,,95227144.29,152271424.0,452213926.7,518228879.4,,-10695802.44,518343888.1,782518707.4,824381848.1,,306152968.7,948476158.2,1186198993.0,1294307104.0,,1.023576792,1.644623386,4.899367568,5.612421064,12/31/2024,-0.2708870904760544,67.71285284242903,-31.08370254998033,25.819538242862585,-35.172050162818536,18.36000061035156,-37.52052826978741,42.90187567232547,7.678246260254265,0.9393667706701052
102,102,FME.DE,Fresenius Medical Care AG & Co KGaA,Germany,Health Care,112035.0,EUR,88.0,1,0.011363636,,,,,,,,,,88.0,,20263007955.0,22309393282.0,22373338080.0,22237963723.0,,1114787835.0,774473853.9,573889605.3,618646363.1,,2138615347.0,1673069620.0,1698268010.0,1687613611.0,,5489395185.0,5628164596.0,5664180698.0,5470560221.0,,3.806785599,2.645198452,1.955146682,2.104657899,12/31/2024,7.857987454903045,10.278066050864066,-34.43889782612287,18.91379041577284,5.511343389462273,-15.36648851778167,-45.3837464040705,27.370422531284728,19.52821838123868,6.2698734503225815
103,103,GALP.LS,Galp Energia SGPS SA,Portugal,Consumer Staples,6881.0,EUR,16.0,1,0.0625,16.0,,,,,,,,,,,18529040116.0,30867165768.0,23884991940.0,24509488792.0,,4600345.135,1696377268.0,1428407164.0,1196089735.0,,1913743576.0,2736055269.0,3009775804.0,2932720023.0,,2110408331.0,3047728652.0,3423806867.0,3133985123.0,,0.005695227,2.137004076,1.794134603,1.564117346,12/31/2024,32.00000548055898,8.036661250040812,-11.208585231520267,9.945550190212533,-41.3520713727783,-3.841809391369579,47.48538217870505,5.621538631176469,20.532222981761212,-0.0783157936366564
104,104,GE,General Electric Co,USA,Health Care,53000.0,USD,83.33333333,3,0.036,70.0,99.0,81.0,,,,,,,,,56469000000.0,29139000000.0,35348000000.0,38702000000.0,,-6337000000.0,336000000.0,9482000000.0,6556000000.0,,1058000000.0,3596000000.0,4717000000.0,6761000000.0,,13091000000.0,10152000000.0,12409000000.0,14394000000.0,,-6.16,0.05,8.36,5.99,12/31/2024,6.671573383092455,-43.04237490485814,-56.07063501574733,55.086732280122376,-4.146488163846311,9.043630271548334,-11.624835010339726,95.10688017335798,66.93097792629878,47.850806460011626
105,105,GIS,General Mills Inc,USA,Consumer Staples,34000.0,USD,80.5,2,0.02484472,69.0,92.0,,,,,,,,,,18127000000.0,18992800000.0,20094200000.0,19857200000.0,,2339800000.0,2707300000.0,2593900000.0,2496600000.0,,3368700000.0,3255200000.0,3045400000.0,3673100000.0,,6448300000.0,6402200000.0,6545800000.0,6932100000.0,,3.78,4.42,4.31,4.31,5/31/2024,11.900567625733771,-1.1629551338441433,-32.04693637988564,41.37251653343065,12.985062851825122,18.38852228791512,28.43542994568659,-19.68765405275408,1.0266403702862732,-14.594914561173988
106,106,9921.TW,Giant Manufacturing Co Ltd,Taiwan,Consumer Discretionary,,TWD,35.0,3,0.085714286,,,,,,,,51.0,21.0,33.0,,2771132894.0,3116638083.0,2605679880.0,2413529613.0,,200794834.2,197876099.3,115172651.2,42800019.15,,295236100.7,287535223.9,177235629.9,62881046.61,,669222173.9,705110298.1,574722938.3,458268297.5,,0.532624507,0.512646856,0.285781999,0.108691969,12/31/2024,-14.685314277635078,-11.141304720986264,-12.951804538489997,47.750862622040025,28.60518674861328,27.77778410081565,-42.267521525641385,-4.562364944776285,-20.83709751031349,-27.915194346289752
107,107,GIL.TO,Gildan Activewear Inc,Canada,Consumer Discretionary,50000.0,USD,69.5,2,0.028776978,,,,,,,79.0,60.0,,,,2922570000.0,3240482000.0,3195911000.0,3270590000.0,,607183000.0,541540000.0,533580000.0,400865000.0,,626038000.0,666154000.0,549663000.0,612910000.0,,940209000.0,992412000.0,880054000.0,1003679000.0,,3.07,2.93,3.03,2.46,12/31/2024,-10.76280233778229,19.702027342871453,6.682745995965391,-5.549637656357475,-6.627850719501296,51.5379733889801,-30.736265468178143,19.30677793136639,55.77698036260569,-3.550450375605786
108,108,GILD,Gilead Sciences Inc,USA,Health Care,17600.0,USD,83.0,1,0.012048193,,,,,,,,83.0,,,,27305000000.0,27281000000.0,27116000000.0,28754000000.0,,6225000000.0,4592000000.0,5665000000.0,480000000.0,,10857000000.0,10974000000.0,8810000000.0,10505000000.0,,20704000000.0,21624000000.0,20618000000.0,22503000000.0,,4.93,3.64,4.5,0.38,12/31/2024,-26.5639837069689,1.9183368344153584,-11.563699772815587,9.176488368570327,-10.040120406641144,30.37973026193137,24.211180152065506,-1.105797860888271,18.366088475078342,16.275728594246008
109,109,GSK,GlaxoSmithKline plc,United Kingdom,Health Care,68629.0,GBP,45.66666667,3,0.065693431,,,53.0,5.0,79.0,,,,,,,33181505241.0,39399678478.0,40748651237.0,42156742325.0,,5891678834.0,20094857159.0,6621252747.0,3459765792.0,,6554072828.0,9041073403.0,9868729997.0,7446222143.0,,22213711782.0,26562939692.0,29240731235.0,29999864311.0,,2.908890462,9.840514431,3.221948881,1.671436367,12/31/2024,2.348802657372264,-3.0802477405663664,11.534140190863038,30.994775937642377,-16.86186328104737,23.726092212847625,-16.785717478757107,10.341084223625243,-5.206179711119237,15.28118301996566
110,110,HLMA.L,Halma PLC,United Kingdom,Information Technology,9000.0,GBP,42.5,2,0.047058824,,,29.0,56.0,,,,,,,,2049390587.0,2489419052.0,2733013436.0,3020543486.0,,328375440.6,315073816.8,361159240.7,398242555.6,,374729584.2,414365736.0,494041119.1,550203530.8,,1025971712.0,1240006932.0,1348704040.0,1523103107.0,,0.865546067,0.831149949,0.9534174,1.049887763,3/31/2025,5.354542032949845,40.563537771399695,6.172989913509086,58.98869923641074,18.37107755279869,29.66458628453661,-39.627434907938245,15.979221812697798,17.646382928965746,16.92078839717367
111,111,0011.HK,Hang Seng Bank Ltd,Hong Kong SAR,Financials,8328.0,HKD,55.0,1,0.018181818,,55.0,,,,,,,,,,6315457030.0,4379951752.0,5200245208.0,5296045904.0,,1778427808.0,1437774802.0,2273737787.0,2341384289.0,,,,,,,,,,,,0.882844177,0.704491818,1.142729043,1.188591078,12/31/2024,3.1522923417793405,37.359609630575,-7.165633542447454,-3.595577612637904,-12.691355792566576,11.931558332287564,-6.3411546852419285,-25.08258470689335,12.321279567979278,24.870633087716367
112,112,HEN3.DE,Henkel AG & Co KGaA,Germany,Consumer Staples,47150.0,EUR,70.57142857,7,0.099190283,77.0,15.0,,,,88.0,63.0,81.0,86.0,84.0,,23077631368.0,25758482496.0,24742956307.0,24825762520.0,,1879240988.0,1447958631.0,1515813722.0,2308223171.0,,2485336459.0,2019551514.0,2543990860.0,3251293924.0,,10322024396.0,10772858219.0,11110983587.0,12443933589.0,,4.324324427,3.369752811,3.599770068,5.497412436,12/31/2024,14.3941264694749,-1.389252807176405,-11.79718539200098,-1.0936302072557331,2.7773835456947933,-21.913163004429556,-6.189604155507665,14.814827484427015,18.90508437344537,-19.188698470326194
113,113,HM-B.ST,Hennes & Mauritz AB,Sweden,Consumer Discretionary,140000.0,SEK,39.5,4,0.101265823,20.0,54.0,57.0,,27.0,,,,,,,20508573462.0,23042781583.0,24329366866.0,24168878700.0,,1134858513.0,367566345.0,901393069.8,1197837492.0,,1572412954.0,766673716.8,1398318855.0,1791860163.0,,10823519805.0,11685641204.0,12461385543.0,12915225873.0,,0.685450419,0.222788187,0.553514098,0.74317256,11/30/2024,-12.120863424751354,-29.81869698802308,-20.594667716303007,60.39859559360556,-9.45462203946439,7.313491866804476,-33.53391050564119,62.27619907498519,-12.610521517447545,-14.379048763392912
114,114,HES,Hess Corp,USA,Energy,1797.0,USD,73.0,1,0.01369863,,73.0,,,,,,,,,,7473000000.0,11324000000.0,10511000000.0,12896000000.0,,559000000.0,2096000000.0,1382000000.0,2769000000.0,,2008000000.0,3847000000.0,2897000000.0,4776000000.0,,5773000000.0,9366000000.0,8249000000.0,10175000000.0,,1.804711,7.11,4.49,8.98,12/31/2024,31.12232321699259,-23.399823808970684,-14.303946537726985,71.16750004704284,-18.49749292569256,39.1489681678647,94.36342085076367,4.207159263410787,-9.10005525197734,5.798618009750601
115,115,HPE,Hewlett Packard Enterprise,USA,Information Technology,61000.0,USD,60.28571429,7,0.116113744,96.0,,79.0,,15.0,30.0,54.0,67.0,81.0,,,27784000000.0,28496000000.0,29135000000.0,30127000000.0,,3427000000.0,868000000.0,2025000000.0,2579000000.0,,2114000000.0,2227000000.0,2442000000.0,2494000000.0,,9376000000.0,9506000000.0,10239000000.0,9878000000.0,,2.58,0.66,1.54,1.93,10/31/2024,56.38774190480705,8.345448793763477,-7.349887950024435,25.596962644590697,-23.730477850074035,37.83695122387345,3.701426421210868,8.830828535487722,30.282449809501248,-15.64761373541067
116,116,HOLM-B.ST,Holmen AB,Sweden,Materials,3500.0,SEK,21.0,1,0.047619048,,21.0,,,,,,,,,,2007802814.0,2468858412.0,2349600346.0,2345889637.0,,309638054.0,605464024.3,381069202.9,294898293.1,,340972930.3,714414564.6,482289099.4,374472386.8,,1013642018.0,1416975475.0,1248859741.0,1148979823.0,1.257518062,1.906892143,3.741631611,2.370730773,,12/31/2024,30.46141540739125,37.61011577836869,-17.475237228745048,68.05783355092458,38.96776595468258,11.317185170800013,-3.6935713751376142,3.9789614154305175,-2.927924052387942,-5.270058342584957
117,117,7267.T,Honda Motor Co Ltd,Japan,Consumer Discretionary,194173.0,JPY,21.0,1,0.047619048,,,21.0,,,,,,,,,99523308294.0,115629000000.0,139709000000.0,148326000000.0,,4835505876.0,4454918552.0,7571766725.0,5716141080.0,,5958201211.0,5339540790.0,9451095730.0,8298815648.0,,20412333458.0,22784167121.0,30173863869.0,31896125632.0,,0.93712388,0.934342756,1.54475328,1.223670552,3/31/2025,-10.00785884814671,12.678003417270087,-23.86862782378289,10.678561163853065,-6.178665587884123,11.130225112138664,-5.9372913206598215,50.13738367475777,8.462473063831164,-6.213846399852426
118,118,HPQ,HP Inc,USA,Information Technology,58000.0,USD,60.11111111,9,0.149722736,,82.0,77.0,39.0,58.0,50.0,50.0,39.0,67.0,79.0,,63460000000.0,62910000000.0,53718000000.0,53559000000.0,,6541000000.0,3132000000.0,3263000000.0,2775000000.0,,5678000000.0,5117000000.0,4223000000.0,4202000000.0,,13407000000.0,12263000000.0,11508000000.0,11818000000.0,,5.33,3.05,3.26,2.81,10/31/2024,33.075183537941705,44.61972786957736,-1.5908714009390597,5.792843029936103,21.970873559866043,56.88081871440222,-26.48068109425034,15.5285901873406,13.116821809720816,-25.267273949837808
119,119,H.TO,Hydro One Ltd,Canada,Utilities,7261.0,CAD,32.0,1,0.03125,,,,,,,,,32.0,,,5258637586.0,5662588294.0,5709169997.0,6174987029.0,,702364743.4,764231067.9,789705436.8,841382013.8,,1272990607.0,1484063950.0,1445488477.0,1545930274.0,,1844344311.0,2036493836.0,2065607401.0,2207536028.0,,1.171820971,1.273718446,1.317388793,1.397451096,12/31/2024,10.5671570086646,-1.5680590474561624,-6.43728134587951,28.124767272586865,18.819670034293537,16.83443149318908,13.949137531347194,12.44903386063586,15.43613682990446,12.38847674467
120,120,IBE.MC,Iberdrola SA,Spain,Utilities,44701.0,EUR,32.85714286,7,0.213043478,58.0,26.0,,61.0,17.0,19.0,25.0,24.0,,,,44984474900.0,62046004918.0,56739506806.0,51453710246.0,,4468085212.0,4990224385.0,5523864421.0,6454284224.0,,8901667836.0,9726279701.0,11090282034.0,13534215386.0,,19622772172.0,23230592844.0,26799310582.0,27459460109.0,,0.644048319,0.718803927,0.795859708,0.960322047,12/31/2024,0.7615780220526683,9.3120186869371,11.663809453156611,39.6311692755777,32.7703728344543,-8.390256296291415,10.038009788234204,12.946342709526787,15.355318384905772,26.99561929893172
121,121,IGM.TO,IGM Financial Inc,Canada,Financials,,CAD,72.66666667,6,0.082568807,,,,,83.0,29.0,41.0,92.0,96.0,95.0,,2611194144.0,2292198273.0,2319163257.0,2541486808.0,,712517371.1,631214103.1,836208533.4,679448001.1,,862648744.8,734766685.0,726266979.8,819701142.3,,1268221078.0,1115289707.0,1128358786.0,1238536159.0,,2.969583578,2.642055978,3.508184521,2.860407711,12/31/2024,16.372753239177037,21.484342506434817,-25.505877634701857,28.69591850675464,1.2331109027161251,39.54451216145026,-11.764565810567891,-2.2626803845323025,38.86803020821629,-4.840428092146505
122,122,ITX.MC,Industria de Diseno Textil SA,Spain,Consumer Discretionary,67195.0,EUR,78.25,4,0.051118211,,,,54.0,94.0,92.0,73.0,,,,,31875791439.0,37457160173.0,41342151640.0,44430133311.0,,3729729818.0,4749856352.0,6188614293.0,6746406140.0,,4924669467.0,6779758642.0,7951696565.0,8824612055.0,,18187464490.0,21344451339.0,23878091422.0,25696377836.0,,1.198389908,1.525014412,1.985048926,2.1633123,1/31/2025,4.924418461758264,-9.035605566594906,-20.94238272890234,46.7873136348621,-15.527544343993988,9.654373713734287,-10.60266183645732,61.47718536916376,28.49053280396478,-9.273153633538756
123,123,INGA.AS,ING Groep NV,Netherlands,Financials,60000.0,EUR,34.85714286,7,0.200819672,45.0,5.0,54.0,35.0,7.0,37.0,61.0,,,,,21029327697.0,21726279985.0,26048304239.0,25907993713.0,,5492812091.0,4225417006.0,8380678749.0,7351351525.0,,,,,,,,,,,,1.414606129,1.161587147,2.346176019,2.277170842,12/31/2024,15.985462147837085,20.352959999629057,-36.1714917845705,23.010502449239684,-28.30855623552902,66.81262081564834,0.949966727753436,25.75954407577305,19.541997522964184,23.42251760767881
124,124,IR,Ingersoll-Rand PLC,USA,Health Care,21000.0,USD,57.0,2,0.035087719,,,48.0,66.0,,,,,,,,5152400000.0,5916300000.0,6876100000.0,7235000000.0,,562500000.0,604700000.0,778700000.0,838600000.0,,622400000.0,879400000.0,1241500000.0,1454300000.0,,1988500000.0,2325600000.0,2882200000.0,3170000000.0,,1.34,1.47,1.9,2.06,12/31/2024,,59.6705376438197,-40.39191474368427,82.26776007186561,22.66813042479813,34.13124649432962,-15.85887475047327,47.02429979098101,17.658677309190214,-10.21925563432842
125,125,IAG.AX,Insurance Australia Group Ltd,Australia,Financials,,AUD,74.0,1,0.013513514,74.0,,,,,,,,,,,5922587759.0,5724673920.0,6583375008.0,8835853687.0,,-275274297.7,223700658.8,536365844.7,578914096.8,,,,,,,,,,,,-0.114880281,0.085934576,0.207583897,0.233628584,6/30/2024,7.540403676815304,20.066353973133545,-1.0354926821593582,17.955314081137253,-36.66373617529408,-4.972651473365027,13.097439662676075,22.06135197706778,57.75256345251714,8.555926748642493
126,126,INTC,Intel Corp,USA,Information Technology,108900.0,USD,55.16666667,6,0.108761329,38.0,63.0,26.0,,81.0,59.0,64.0,,,,,79024000000.0,63054000000.0,54228000000.0,53101000000.0,,19868000000.0,8014000000.0,1689000000.0,-18756000000.0,,22082000000.0,2336000000.0,31000000.0,-4708000000.0,,43815000000.0,26866000000.0,21711000000.0,17345000000.0,,4.86,1.94,0.4,-4.38,12/31/2024,10.586139133235436,29.654785762613173,3.3342383018778747,32.95782227832266,-17.061439405874065,6.397285981527727,-46.79765859559427,90.10293067175816,-59.17592677638035,4.7454325929024
127,127,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,EUR,55.88888889,9,0.161033797,,20.0,41.0,80.0,39.0,56.0,90.0,59.0,57.0,61.0,,25184589440.0,24801610708.0,29230592986.0,32540541311.0,,4813111097.0,5036227836.0,8883266455.0,9966647734.0,,,,,,,,,,,,0.253018982,0.264519845,0.483036239,0.552041416,12/31/2024,-15.336753771947992,22.435723992785185,-24.88857681422505,33.997373696789765,-19.21438053879113,28.98486080503834,-2.135822077772497,38.76241938482785,58.70280918260013,26.670569627553053
128,128,INL.JO,Investec Ltd,South Africa,Financials,7900.0,GBP,69.33333333,3,0.043269231,,,,,,,,76.0,52.0,80.0,938964268.0,1241883427.0,2528228891.0,2674338495.0,,252805631.1,388141432.1,1081415299.0,1264379806.0,,,,,,,,,,,,0.23826836,0.391644144,1.148009408,,,,-17.051623315704365,-0.6509256620761816,-9.392687309612445,5.889827894832791,-28.510296577497325,140.31867273719917,35.110877474786314,20.654814230974168,-0.6985303370707318,-4.630958074286625
129,129,ITRI,Itron Inc,USA,Information Technology,5040.0,USD,48.5,2,0.041237113,,,27.0,70.0,,,,,,,,1981572000.0,1795564000.0,2173633000.0,2440837000.0,,-81255000.0,-9732000.0,96923000.0,239105000.0,,39613000.0,20921000.0,173523000.0,267386000.0,,573169000.0,522189000.0,713908000.0,839317000.0,,-1.83,-0.22,2.11,5.18,12/31/2024,76.14909735582037,7.655877807325206,-30.73638037935506,79.93556070683104,12.65538331587734,-30.16690656891986,-26.38081500116326,47.10695391120532,46.67023756732956,19.954143877014022
130,130,JNJ,Johnson & Johnson,USA,Health Care,138100.0,USD,53.0,3,0.056603774,59.0,8.0,92.0,,,,,,,,,78740000000.0,79990000000.0,85159000000.0,88821000000.0,,20878000000.0,17941000000.0,35153000000.0,14066000000.0,,20943000000.0,21013000000.0,23409000000.0,22149000000.0,,55338000000.0,55394000000.0,58606000000.0,61350000000.0,,7.81,6.73,13.72,5.79,12/31/2024,16.47445420756066,23.812632494938654,-6.399825251193958,16.59708895502427,9.887116770088236,12.345772524188549,6.5103016678425805,-8.32407649214792,-5.768177781362254,5.927773999837823
131,131,JCI,Johnson Controls International PLC,Ireland,Industrials,94000.0,USD,32.75,4,0.122137405,64.0,,,,,38.0,12.0,17.0,,,,23668000000.0,20637000000.0,22331000000.0,22952000000.0,,1637000000.0,1532000000.0,1849000000.0,1705000000.0,,2801000000.0,2012000000.0,2417000000.0,2416000000.0,,8059000000.0,7090000000.0,7804000000.0,8077000000.0,,2.27,2.19,2.69,2.52,9/30/2024,44.14365877727158,-6.117601852908482,-20.396401166756537,42.37907900219783,16.69763391491979,76.66677076360989,-19.15943972211377,-8.909743556860215,40.804370533842544,30.289027605710512
132,132,4452.T,Kao Corp.,Japan,Health Care,32566.0,JPY,89.0,2,0.02247191,,,,92.0,86.0,,,,,,,9702702857.0,10607417556.0,10481036112.0,11136667209.0,,749781169.6,588398630.7,300019153.5,736999409.9,,981439451.0,752756057.5,410568723.0,1002872321.0,,3919972160.0,3750013737.0,3832660910.0,4365931791.0,,1.576827359,1.253351043,0.645379702,1.586196546,12/31/2024,-9.247726787633034,41.075651673762096,8.6333651473313,16.10313721480308,-8.667324016140597,-22.973132459774043,-10.799159245499832,15.255253272675477,12.460369145964291,2.3581197924854584
133,133,105560.KS,KB Financial Group Inc,South Korea,Financials,,KRW,66.5,2,0.030075188,,,,,,,,68.0,65.0,,,12408668676.0,11981158021.0,14203046845.0,14680365821.0,,3219890270.0,3002981532.0,3355192252.0,3708165310.0,,,,,,,,,,,,7.951981653,7.816892893,8.26013007,9.292646329,12/31/2024,33.94917549062251,52.72698992775948,-24.18476515952228,6.81274104358999,-4.438867373375505,34.335289569957,-7.859393954127896,16.777354289504867,64.52061196583645,32.36555476260384
134,134,KBC.BR,KBC Groep NV,Belgium,Financials,32764.0,EUR,93.0,2,0.021505376,,,,,,,92.0,,,94.0,,8603795488.0,11572168186.0,12388729448.0,12824612149.0,,3006325546.0,3240943147.0,3912593537.0,3927544659.0,,,,,,,,,,,,7.073030645,7.636572924,9.246693721,9.580218743,12/31/2024,4.652966128627234,26.05882624549569,-17.63485827351263,26.427473254882443,-13.10550375683152,36.89410021636302,-15.3922946540532,3.6914808804185406,35.19553086629083,17.56771244464287
135,135,BN4.SI,Keppel Corp Ltd,Singapore,Industrials,5249.0,SGD,55.0,1,0.018181818,55.0,,,,,,,,,,,5124867743.0,5131365165.0,5399889626.0,5116978126.0,,795358275.1,727271770.6,3161312951.0,737738806.2,,875410206.6,438127955.1,919908479.4,941984366.7,,1185472590.0,1120351862.0,1525299710.0,1445387307.0,,0.433316514,0.399984474,1.74876933,0.396108656,12/31/2024,-4.108228291194823,32.77533250678745,-16.478695689441526,20.200446986540857,-16.275838562958516,0.1544785611277437,54.07762304641985,61.58810697993942,1.973934477889665,10.169999453531632
136,136,KER.PA,Kering SA,France,Consumer Discretionary,44627.0,EUR,33.3,10,0.3003003,43.0,80.0,47.0,2.0,23.0,7.0,12.0,31.0,45.0,43.0,,20293272476.0,23405405959.0,22502588227.0,19774583562.0,,3652674037.0,4156411829.0,3430707384.0,1303047759.0,,5769982885.0,6427832240.0,5458309502.0,2937320369.0,,15029327555.0,17479011339.0,17167337957.0,14584244163.0,,29.31569937,33.70902897,28.02760273,10.62679726,12/31/2024,40.338959843435006,88.01836871774974,10.642434353551554,48.1265293014127,0.6942776054179642,19.76286554744105,-31.448167682456628,-14.809874124087743,-38.22519968142728,-24.5932689773135
137,137,KESKOA.HE,Kesko Oyj,Finland,Consumer Staples,18135.0,EUR,55.3,10,0.180831826,15.0,25.0,31.0,88.0,99.0,87.0,69.0,74.0,29.0,36.0,,12996205023.0,13581368924.0,13552386750.0,13709143510.0,,657619337.0,701437624.4,569982762.2,435997710.1,,806440502.1,855664195.1,724669367.3,569637736.3,,1895342196.0,2002875263.0,1928464680.0,1971707925.0,,1.656124249,1.759632014,1.437607855,1.092581969,12/31/2024,50.69688679449755,6.931088369587777,4.160663993677007,41.25896747115755,42.558786165441056,39.53792326238218,-20.858781726773906,-6.923763919794553,4.702094972107452,16.31013066120244
138,138,KEY,KeyCorp,USA,Financials,16989.0,USD,51.0,1,0.019607843,,,,51.0,,,,,,,,7038000000.0,7026000000.0,6215000000.0,4393000000.0,,2625000000.0,1917000000.0,967000000.0,-161000000.0,,,,,,,,,,,,2.63,1.93,0.88,-0.32,12/31/2024,44.32726440139852,11.274651059073882,-26.026356514155783,45.03255450048359,-15.833933934534125,44.7996674264034,-22.75661232526321,-12.579521516949136,26.000493983786544,-2.4058771798156084
