,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ReportDate_2024,Average Rank,Sum of Rank,Years Appeared,Adjusted Score,2016_Ranking,2017_Ranking,2018_Ranking,2019_Ranking,2020_Ranking,2021_Ranking,2022_Ranking,2023_Ranking,2024_Ranking,2025_Ranking,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,TotalRevenueIncr_2022,TotalRevenueIncr_2023,TotalRevenueIncr_2024,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,NetIncomeIncr_2022,NetIncomeIncr_2023,NetIncomeIncr_2024,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,OperatingIncomeIncr_2022,OperatingIncomeIncr_2023,OperatingIncomeIncr_2024,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,GrossProfitIncr_2022,GrossProfitIncr_2023,GrossProfitIncr_2024,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,DilutedEPSIncr_2022,DilutedEPSIncr_2023,DilutedEPSIncr_2024,2015_Stock_Performance,2016_Stock_Performance,2017_Stock_Performance,2018_Stock_Performance,2019_Stock_Performance,2020_Stock_Performance,2021_Stock_Performance,2022_Stock_Performance,2023_Stock_Performance,2024_Stock_Performance,2025_Stock_Performance
35,BBAS3.SA,Banco do Brasil SA,Brazil,Financials,,BRL,12/31/2024,22.55555556,203,9,0.399014778,75,,49,8,9,3,21,15,6,17,18080704080,22334056944,22735926300,25688865000,23.52426568,1.799356727,12.98798501,3571760056,5637909528,5411163204,4776539985,57.84681612,-4.021815584,-11.72803693,4464700070,7047386910,6763954005,5970674981,57.84681612,-4.021815584,-11.72803694,9866987155,15574725071,14948338351,13195191708,57.84681612,-4.021815584,-11.72803694,0.621556932,0.98126262,0.947738412,0.837199133,57.87172011,-3.416435857,-11.66347988,-30.49759967,97.40516757,14.63936226,48.78808395,18.68417924,-24.7762558,-25.23239083,19.97558597,61.86439922,-12.30043344,-12.74306957
36,BSBR,Banco Santander Brasil SA,Brazil,Financials,55303,BRL,12/31/2024,68,136,2,0.029411765,,60,76,,,,,,,,8820422546,7823531846,7242197621,8792067227,-11.30207419,-7.430585526,21.40054286,2813868326,2588991747,1712328279,2421989184,-7.991723597,-33.86119207,41.44420867,3517335408,3236239684,2140410349,3027486480,-7.991723603,-33.86119206,41.44420865,7773311252,7152089702,4730306871,6690745121,-7.991723602,-33.86119207,41.44420866,0.359098628,0.331876971,0.219054422,0.309513607,-7.580551658,-33.99529309,41.29530195,-18.45225945,146.6611274,5.269436333,15.79705762,7.105269068,-29.49597954,-35.05392869,7.376263268,34.02918148,-36.61943578,44.58701919
37,BAC,Bank of America Corp,USA,Financials,213000,USD,12/31/2024,63,63,1,0.015873016,,,,63,,,,,,,89113000000,94950000000,98581000000,1.01887E+11,6.550110534,3.824117957,3.353587405,31978000000,27528000000,26515000000,27132000000,-13.91581712,-3.679889567,2.326984726,39972500000,34410000000,33143750000,33915000000,-13.91581712,-3.679889567,2.326984726,88339225000,76046100000,73247687500,74952150000,-13.91581712,-3.679889567,2.326984726,3.57,3.19,3.08,3.21,-10.6442577,-3.448275862,4.220779221,-4.067306441,36.44932123,32.68331874,-16.50952171,49.29264814,-12.91648418,49.00611307,-24.83661352,4.478966003,34.8529387,6.177506087
38,3988.HK,Bank of China Ltd,China,Financials,312757,CNY,12/31/2024,94,94,1,0.010638298,,,,,,,,,94,,84040206360,81346967614,86522538037,87564691632,-3.204702681,6.36233971,1.204488008,30127852141,31513912248,32262660166,33088620104,4.600593831,2.375928168,2.560111081,37659815176,39392390310,40328325208,41360775130,4.600593832,2.375928169,2.56011108,83228191539,87057182585,89125598710,91407313037,4.600593831,2.37592817,2.560111079,0.09738453,0.100166945,0.102949361,0.104340568,2.85714271,2.777778637,1.351350787,-17.34519442,6.891396651,17.44853184,-8.454076482,5.628740696,-15.28383941,15.91411062,9.466582581,14.61371739,41.77255524,16.70886273
39,BMO.TO,Bank of Montreal,Canada,Financials,53597,CAD,10/31/2024,70.28571429,492,7,0.099593496,86,61,,,48,47,80,88,,82,19585422672,19112327249,22646713979,23320692997,-2.415548701,18.49270727,2.976056564,5643664477,9852758063,3220688072,5326326624,74.58086148,-67.31181207,65.37853108,7054580596,12315947579,4025860090,6657908280,74.58086149,-67.31181207,65.37853108,15590623117,27218244150,8897150799,14713977299,74.58086149,-67.31181207,65.37853108,8.42837692,14.54950385,4.192353287,6.921749958,72.62521584,-71.18559279,65.10416666,-0.084912283,31.06312863,7.626118309,-8.328559615,18.41523739,0.707499745,45.96983119,-7.719029407,10.95987252,11.92305711,5.391239761
40,BAS.DE,BASF SE,Germany,Information Technology,111408,EUR,12/31/2024,87,87,1,0.011494253,,,,,87,,,,,,90394481725,1.00434E+11,79243245118,75054630873,11.10633977,-21.09918442,-5.285768192,6351926545,-721104099.9,258769413.8,1492811996,-111.3525258,-135.8851675,476.8888889,9052329139,8465785134,3746981112,3837837929,-6.479481645,-55.73970928,2.424800507,22768258158,24228867738,19208741110,19649224157,6.4151134,-20.71960887,2.293138548,6.900517702,-0.805060399,0.287521571,1.667625111,-111.6666667,-135.7142857,479.9999997,3.847008106,32.74876098,8.47946528,-31.59141368,16.43542489,2.515920425,-1.018730265,-19.63625717,12.46588112,-7.156135419,1.848173928
41,BMW.DE,Bayerische Motoren Werke AG,Germany,Consumer Discretionary,159104,EUR,12/31/2024,33.25,133,4,0.120300752,1,16,17,99,,,,,,,1.27934E+11,1.64014E+11,1.78836E+11,1.63749E+11,28.20204168,9.037033424,-8.436220895,14240368365,20633698016,12984474143,8384129008,44.89581651,-37.07151218,-35.4295837,15473260861,16341576005,21248994177,13104083116,5.611713987,30.03026251,-38.33080753,25285797033,28255319818,34144911676,26331225465,11.74383699,20.84418756,-22.88389639,21.58711954,31.40885641,20.32202463,13.36400262,45.49813537,-35.2984255,-34.23882284,13.32474809,-2.157994937,2.261351306,-14.87053074,9.020354548,4.293947348,23.95723624,0.894075392,30.80726829,-17.28757048,-8.046854623
42,BCE.TO,BCE Inc,Canada,Communication Services,40390,CAD,12/31/2024,42.33333333,127,3,0.070866142,,,,,,,,42,51,34,17067099344,17594782700,17957974417,17765824892,3.09181628,2.064201208,-1.069995538,2067063079,2087442574,1647099911,250376654.6,0.985915486,-21.09483961,-84.79893946,3845901869,3985646979,4002387278,4038051395,3.633610913,0.420014595,0.891071116,11765519250,12033364043,12189121613,12157824532,2.27652335,1.294380935,-0.256762398,2.176238946,2.168960555,1.659473176,0.13101104,-0.334448155,-23.4899329,-92.10526317,6.717307865,14.54190255,8.8260209,-5.393701662,18.04788953,-3.762831636,27.24046726,-4.964158898,-6.69908898,-32.05572304,-6.407953065
43,BEZ.L,Beazley PLC,United Kingdom,Financials,2419,USD,12/31/2024,63,189,3,0.047619048,,,,,,,,87,37,65,3284700000,51300000,669100000,1013400000,-98.43821354,1204.288499,51.45718129,308700000,483300000,1026800000,1130300000,56.55976676,112.4560315,10.07985976,385875000,604125000,1283500000,1412875000,56.55976676,112.4560315,10.07985976,852783750,1335116250,2836535000,3122453750,56.55976676,112.4560315,10.07985976,-0.08,0.503,0.259,1.514,-728.75,-48.50894632,484.5559846,36.32416655,-0.256433155,35.14236688,-4.392972122,11.66835265,-34.04911122,26.31721625,45.97807576,-23.21862795,56.17405592,12.99782426
44,0371.HK,Beijing Enterprises Water Group Ltd,Hong Kong,Utilities,85870,CNY,12/31/2024,30.66666667,92,3,0.097826087,,,,,,,20,32,40,,3170438210,2988987217,3411153886,3376530208,-5.723214931,14.12407074,-1.015013663,501196445.7,177250974.8,276618949.8,252001253.5,-64.63443101,56.06060847,-8.89949742,800580097.8,513812885.4,762881890.7,704479692.2,-35.81992772,48.47465145,-7.655470553,1188301950,1177056489,1252191576,1250570124,-0.946347096,6.38330341,-0.129489132,0.046817196,0.015734558,0.02533389,0.021744574,-66.39149854,61.00795459,-14.16804131,2.864476165,-2.876725402,17.93482567,-33.67382667,3.576924096,-17.66549143,1.964777156,-29.6200978,-4.619205769,54.32916713,1.125848012
45,BG,BG Group PLC,United Kingdom,Consumer Staples,23000,USD,12/31/2024,36,36,1,0.027777778,36,,,,,,,,,,59152000000,67232000000,59540000000,53108000000,13.6597241,-11.44098049,-10.80282163,2078000000,1610000000,2243000000,1137000000,-22.52165544,39.31677019,-49.30896121,2129000000,2313000000,3130000000,1617000000,8.64255519,35.32209252,-48.33865815,3363000000,3682000000,4845000000,3393000000,9.485578353,31.58609451,-29.96904025,13.64,10.51,14.87,7.99,-22.94721408,41.48430067,-46.26765299,-22.98435383,9.979540574,-5.572863,-18.84240863,11.55182014,17.46240633,43.09865694,9.089635316,3.605985329,-21.62503658,9.178751292
46,BIIB,Biogen Inc,USA,Information Technology,7605,USD,12/31/2024,63.5,127,2,0.031496063,30,,,,,,97,,,,10981700000,10173400000,9835600000,9675900000,-7.360426892,-3.32042385,-1.623693521,1556100000,3046900000,1161100000,1632200000,95.80361159,-61.89241524,40.57359401,2808000000,2901900000,1831100000,2218900000,3.344017094,-36.89996209,21.17852657,8872000000,7895100000,7302200000,7365500000,-11.01104599,-7.509721219,0.866862042,10.4,20.87,7.97,11.18,100.6730769,-61.81121227,40.27603513,-10.06300326,-5.580345598,11.45826015,-8.603458013,-0.279607392,-18.55145997,-2.33580425,15.31127232,-6.490088266,-41.68737232,-18.90275279
47,BIM.PA,Biomerieux SA,France,Health Care,14147,EUR,12/31/2024,54.4,272,5,0.091911765,,,33,26,38,,,,97,78,3882921311,4127659672,4226107058,4577228400,6.302944134,2.385065481,8.308387298,691316865.1,520299034.7,411270855,497067291.8,-24.73798037,-20.95490716,20.86129755,970672823.4,719608987.7,654284086.8,733640040.4,-25.86492891,-9.077832825,12.12866937,2301092636,2310063309,2365957503,2547786144,0.389844062,2.419595765,7.685203169,5.819436595,4.393329604,3.461759714,4.186314073,-24.50592884,-21.20418849,20.93023257,28.64644061,28.76586918,57.90696624,-24.97118738,40.76587246,47.94146325,9.448246993,-21.20665678,2.897783114,2.703380126,17.77705838
48,BNP.PA,BNP Paribas SA,France,Financials,178000,EUR,12/31/2024,54.7,547,10,0.182815356,35,42,36,24,31,46,76,71,90,96,64813112517,66103509327,68700404156,75756183506,1.990950226,3.928527934,10.27036076,10912018660,11326049722,12622196963,13442208484,3.794266441,11.443948,6.49658315,13640023325,14157562153,15777746204,16802760605,3.794266444,11.443948,6.496583148,30144451548,31288212358,34868819111,37134100937,3.794266445,11.443948,6.496583147,8.34962642,8.648648853,9.867740314,11.00632573,3.581267208,14.09574468,11.53846149,8.686597764,22.81106668,7.935151522,-33.68066306,46.11172487,-18.59961995,45.09199058,-6.471241446,24.19372679,-0.388588668,30.62210764
49,BWA,Borgwarner Inc,USA,Consumer Discretionary,38300,USD,12/31/2024,64,64,1,0.015625,,,,,,,,,,64,11803000000,12635000000,14198000000,14086000000,7.049055325,12.37039968,-0.788843499,537000000,944000000,625000000,338000000,75.79143389,-33.79237288,-45.92,1099000000,1083000000,1263000000,1303000000,-1.455868972,16.62049861,3.167062549,2173000000,2369000000,2568000000,2648000000,9.019788311,8.400168848,3.115264798,2.239582,3.99,2.67,1.5,78.1582456,-33.08270677,-43.82022472,-19.67568634,-7.323743142,29.72864262,-31.81896513,29.76982935,-9.1954408,16.67267156,-9.976324293,1.121053772,-10.05147728,3.356624973
50,BXB.AX,Brambles Ltd,Australia,Industrials,12743,USD,6/30/2024,7.4,37,5,0.675675676,,,,,,18,10,3,2,4,5209800000,5558900000,6076800000,6545400000,6.700833045,9.316591412,7.711295419,526100000,593300000,703300000,779900000,12.77323703,18.54036744,10.89151145,692000000,643100000,771200000,1002300000,-7.066473988,19.91914166,29.96628631,2511700000,2558000000,2901700000,3233700000,1.843373014,13.43627834,11.44156874,0.355,0.417,0.504,0.558,17.46478873,20.86330935,10.71428571,9.280417022,10.9550194,-16.71437427,4.316795309,24.25211212,-5.196289191,2.783167491,16.64769333,15.47665472,46.33420881,22.6898009
51,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300,GBP,3/31/2025,53.125,425,8,0.150588235,27,41,62,,65,35,84,25,,86,28014025927,27786957803,27942815213,27352975531,-0.810551559,0.560901309,-2.110881375,1711744318,2559554887,1148776603,1416152678,49.5290424,-55.11811023,23.27485381,4454028583,4495680132,4615260386,4682440305,0.93514328,2.659892396,1.455604091,20840554252,20379700012,20248027372,20144570298,-2.211333895,-0.646097047,-0.510948904,0.167949796,0.253940091,0.115549459,0.142421427,51.19999967,-54.49735465,23.25581464,16.6081581,-21.44792386,-26.82648651,-13.86778602,-18.37243347,-29.83821243,24.46134949,-33.08870527,9.208561639,15.71910307,32.7096299
52,1211.HK,Byd Co Ltd,China,Consumer Discretionary,968900,CNY,12/31/2024,93,279,3,0.032258065,,,,,85,94,100,,,,30069893738,58995636801,83794568350,1.08111E+11,96.1950292,42.03519598,29.01910247,423648861.5,2312527559,4179300385,5600215111,445.8595004,80.72434937,33.99886572,1056925298,3196505582,5344016028,7572393475,202.4343904,67.18306572,41.69855471,3915512821,10050772871,15569895606,21015002759,156.6910985,54.91242122,34.97202095,0.147468003,0.794379526,1.435726218,1.925431285,438.6792456,80.73555159,34.10852716,41.49109872,-3.645841189,65.69344189,-27.53095929,-20.50687402,401.2853555,27.66990294,-28.10623212,12.2513079,25.58460023,42.97052476
53,CCO.TO,Cameco Corp,Canada,Energy,,CAD,12/31/2024,51.5,103,2,0.038834951,32,71,,,,,,,,,1073551045,1359605645,1883471486,2282337509,26.64564497,38.53071977,21.17717342,-74659552.62,65055715.53,262638560.1,125081335,-187.1364926,303.7132756,-52.37510632,-80935709.29,11328815.78,207469811.1,372039329.3,-113.9973022,1731.345969,79.32215166,1407640.843,169798314.3,408802482.8,569593788.2,11962.61634,140.7576804,39.33227223,-0.189238169,0.160124605,0.604106463,0.283857254,-184.6153849,277.2727264,-53.01204814,-9.696505338,-12.97339904,-14.96837839,31.60635175,-22.805898,49.12512458,63.0090432,5.835667052,84.59177824,28.51665457,29.2870688
54,CPB,Campbell Soup Co,USA,Consumer Discretionary,14400,USD,7/31/2024,89,267,3,0.033707865,,,,85,93,,89,,,,8476000000,8562000000,9357000000,9636000000,1.014629542,9.285213735,2.981724912,1002000000,757000000,858000000,567000000,-24.4510978,13.34214003,-33.91608392,1270000000,1148000000,1312000000,1226000000,-9.606299213,14.28571429,-6.554878049,2811000000,2627000000,2917000000,2971000000,-6.545713269,11.03920822,1.851217004,3.29,2.51,2.85,1.89,-23.70820669,13.54581673,-33.68421053,23.88731485,19.03915715,-18.47212255,-28.28686308,55.7447914,-0.030753262,-7.5610812,34.99834108,-21.00597195,-0.875399526,-22.67377054
55,CM.TO,Canadian Imperial Bank of Commerce,Canada,Financials,48726,CAD,10/31/2024,89,89,1,0.011235955,,,89,,,,,,,,14527668681,15840690440,16957923477,18578821180,9.038076155,7.052931444,9.558350144,4679277653,4527159278,3639923401,5178575284,-3.250894396,-19.59807072,42.27154568,5849097066,5658949098,4549904251,6473219105,-3.250894383,-19.59807073,42.27154568,12926504516,12506277507,10055288395,14305814222,-3.250894381,-19.59807073,42.27154568,5.065760221,4.86196527,3.76292821,5.298668737,-4.022988497,-22.60479043,40.81237912,-3.142972502,27.07750047,16.55484516,-12.8686365,12.87115715,6.886869445,40.96288137,-22.66918523,22.77392332,50.46435271,6.378963913
56,CNR.TO,Canadian National Railway Co,Canada,Communication Services,24911,CAD,12/31/2024,32,64,2,0.0625,,,,,54,10,,,,,10536926829,12451143694,12248076581,12406745508,18.16674725,-1.630911328,1.295459952,3565683811,3725080577,4094095007,3237428371,4.470300073,9.906213366,-20.92444446,4048968982,4978419528,4801554624,4603582385,22.95523997,-3.552631573,-4.123086261,4417255572,5383098074,5204777492,5070855095,21.86521668,-3.312601397,-2.57306671,3.639195561,5.022089875,5.415122995,6.208467628,38.00000002,7.826086944,14.65053765,-1.15386927,20.81131472,16.05067721,-0.962042102,19.96394873,20.39803625,12.44899571,4.452835081,4.929625573,-10.63713903,-2.924834492
57,CP.TO,Canadian Pacific Railway Ltd,Canada,Financials,19992,CAD,12/31/2024,34,34,1,0.029411765,,,,,,,34,,,,5819073703,6415173936,9138020055,10587147727,10.24390244,42.44383934,15.85822381,2075797148,2559810158,2858224194,2706105819,23.31697057,11.65766278,-5.32212887,2333452194,2422976405,3193758025,3769478763,3.836556465,31.81135476,18.02643574,2333452194,2422976405,3193758025,3769478763,3.836556465,31.81135476,18.02643574,3.042367489,2.743953453,3.064202663,2.896799667,-9.80861244,11.67108756,-5.463182903,-20.64279278,10.6838516,20.23006605,6.643256018,41.47672546,35.21225129,3.667109435,10.83388018,3.41306549,-0.377741429,4.811092644
58,CSIQ,Canadian Solar Inc,Canada,Real Estate,17113,USD,12/31/2024,84.5,169,2,0.023668639,,,,,84,85,,,,,5277169000,7468610000,7613626000,5993409000,41.52683001,1.941673216,-21.28049106,95248000,239968000,274187000,36051000,151.9401982,14.25981798,-86.85167422,181781000,356061000,453320000,-30081000,95.87360615,27.3152634,-106.6357099,909312000,1263136000,1279983000,999319000,38.9111768,1.333743952,-21.92716622,2.38,1.46,3.44,3.87,-38.65546218,135.6164384,12.5,17.32896177,-56.17128498,36.51821935,-14.84098688,55.58719084,126.6547358,-40.23601243,-2.184237198,-16.67725564,-56.4221989,-10.74890067
59,CTC-A.TO,Canadian Tire Corporation,Canada,Consumer Discretionary,13973,CAD,12/31/2024,94.5,378,4,0.042328042,,,,91,,99,98,90,,,11858027601,12963251293,12123252174,11905846631,9.320468203,-6.479849075,-1.793293911,820711383,759936817.1,155248082.6,646102780,-7.405108197,-79.57092233,316.1744024,1383549369,1365717310,914675412.4,948519931.1,-1.288863224,-33.02600723,3.700167102,4247086788,4438290123,4151303161,4089509620,4.50198794,-6.466160482,-1.488533567,13.37768288,12.80996838,2.751231844,11.58719867,-4.243743144,-78.52272728,321.1640213,-0.913590071,21.54972173,19.08733801,-11.32438479,1.614574647,24.56306903,11.30659307,-20.20274548,2.854875437,13.55532434,24.17228428
60,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,SGD,12/31/2024,68,476,7,0.102941176,93,,98,33,63,58,75,56,,,1777450387,2229370830,2158055769,2182085844,25.42520716,-3.198887329,1.113505746,1045695845,667415954.4,140304631.5,371303417.1,-36.17494441,-78.97793264,164.640884,263555661.4,389907346.2,646486534.2,603077366.5,47.9411765,65.80516897,-6.714628287,820123205.3,999961186.1,976706274.7,980582093.3,21.92816636,-2.325581405,0.396825402,-0.083278938,0.291461555,0.127902012,0.02713073,-449.9823149,-56.11702133,-78.78787865,,,,,,,3.366553872,18.76265652,-10.19978349,-6.933387893,-5.885021984
61,CAS.TO,Cascades Inc,Canada,Materials,9600,CAD,12/31/2024,33.5,201,6,0.179104478,,,,,49,17,18,20,38,59,2879331528,3250529475,3375717803,3421571667,12.8918099,3.851321114,1.358344112,117909936.2,-24746529.82,-55315772.53,-22563012.48,-120.9876543,123.5294117,-59.21052631,99713958.38,104808832.2,199427916.8,145567822.5,5.109489085,90.27777775,-27.00729926,1145618763,1186377753,1380710796,1349413714,3.557814459,16.3803681,-2.266736966,1.157264189,-0.247465298,-0.553157725,-0.225630125,-121.3836478,123.5294118,-59.21052626,84.3015132,-2.797813013,14.25911844,-26.38584102,13.21079892,33.2447799,-1.854733699,-35.76891347,56.13853711,-0.912442386,-21.97379461
62,CLS,Celestica Inc,Canada,Consumer Staples,21914,USD,12/31/2024,89.5,179,2,0.022346369,85,,,94,,,,,,,5634700000,7250000000,7961000000,9646000000,28.66700978,9.806896552,21.1656827,103900000,180100000,244400000,428000000,73.33974976,35.70238756,75.12274959,178000000,296000000,350400000,618700000,66.29213483,18.37837838,76.5696347,487000000,649700000,754100000,1033700000,33.40862423,16.0689549,37.0773107,0.82,1.18,2.03,3.61,43.90243902,72.03389831,77.83251232,-4.842826052,8.81542707,-11.63575172,-16.76190694,-5.172411714,-3.369442509,35.33742637,1.16696688,158.6572569,227.5838048,46.87061688
63,CMIG4.SA,CEMIG,Brazil,Utilities,5028,BRL,12/31/2024,18.66666667,56,3,0.160714286,,,18,19,19,,,,,,6097056714,6245106864,6677659749,7215859192,2.428223271,6.926268748,8.059701501,679725962.5,741519231.9,1044505585,1289685331,9.090909103,40.86021509,23.47328243,1042512253,-97673232.15,300993021.5,509567957,-109.3690249,-408.1632653,69.29560508,1218287829,492352823.3,690779890.5,570092742.8,-59.58649413,40.30180346,-17.47114376,0.236969396,0.337054196,0.364235986,0.451217714,42.2353273,8.064516129,23.88059701,-51.96638086,43.94901826,-6.601655952,116.4451372,4.868212576,12.96446888,8.615474869,31.2666315,15.83030231,40.96638707,4.714447997
64,CNA.L,Centrica PLC,United Kingdom,Utilities,21038,GBP,12/31/2024,12,24,2,0.166666667,11,13,,,,,,,,,19810014305,31898368802,35548925562,26755074258,61.02143245,11.4443368,-24.73731953,1625754023,-1050693922,5278997979,1789673023,-164.6280992,-602.4296675,-66.09824383,-99426279.07,232442517.3,10145511260,2617329617,-333.7837838,4264.739884,-74.20209243,2188721738,2747658658,12929447074,5491286521,25.53713934,370.5623472,-57.52883716,0.275437665,-0.178698583,0.932457266,0.33724319,-164.8780489,-621.8045103,-63.83285301,-21.23885919,8.140896705,-41.66244651,-2.674107955,-32.37475617,-48.67830732,51.2391227,33.18633303,45.06763003,-5.998336773,25.19098374
65,CSCO,Cisco Systems Inc,USA,Information Technology,,USD,7/31/2024,29.2,292,10,0.342465753,57,3,7,14,4,13,28,48,64,54,49818000000,51557000000,56998000000,53803000000,3.49070617,10.55336812,-5.605459841,10591000000,11812000000,12613000000,10320000000,11.52865641,6.781239418,-18.17965591,13719000000,13975000000,15562000000,12970000000,1.86602522,11.35599284,-16.65595682,31894000000,32248000000,35753000000,34828000000,1.109926632,10.86889109,-2.58719548,2.5,2.82,3.07,2.54,12.8,8.865248227,-17.26384365,1.148271657,17.57684665,30.61991966,13.96406691,15.73925038,-4.967007636,46.6005783,-21.88338119,8.793514873,21.04705881,15.22197996
66,C09.SI,City Developments Ltd,Singapore,Real Estate,8354,SGD,12/31/2024,33.5,335,10,0.298507463,10,30,100,25,36,40,5,28,22,39,2035465954,2552934240,3830177686,2535713203,25.42259599,50.03040917,-33.79646035,65666443.38,996334970.2,245969522.3,156052857.5,1417.266535,-75.31256759,-36.55601879,176003245.9,137502414.7,511833621.3,320648019,-21.87506884,272.2360967,-37.35307615,757887636.5,966588062.8,1277912413,1133240509,27.53711979,32.20858628,-11.32095616,-1.649548375,0.061237933,1.046471009,0.258129515,-103.712406,1608.860763,-75.33333339,-23.82289662,9.826784237,52.17610188,-34.18934047,36.66982577,-26.02968794,-13.72146858,26.54554731,-17.07847053,-22.21147407,-0.345211855
67,CLH,Clean Harbors Inc,USA,Industrials,22796,USD,12/31/2024,13,13,1,0.076923077,,,,,,,,,13,,3805566000,5166605000,5409152000,5889952000,35.76443031,4.694514096,8.888639106,203247000,411744000,377856000,402299000,102.583064,-8.230356727,6.468866446,347887000,634747000,612439000,670232000,82.45780958,-3.51447112,9.436531638,1195729000,1622675000,1663028000,1824239000,35.70591664,2.486819603,9.693823556,3.71,7.56,6.95,7.42,103.7735849,-8.068783069,6.762589928,-12.26395521,35.40146859,-3.041146183,-11.37240234,76.36811116,-12.7232673,28.16956521,13.99460798,51.85346092,32.84082359,-0.583534069
