Year,Ranking,Stock_Performance_Year,Stock_Performance,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Average Rank,Years Appeared,Original Currency,ReportDate_2024,DilutedEPSIncr,OperatingIncomeIncr,TotalRevenueIncr,GrossProfitIncr,NetIncomeIncr,TotalRevenue,NetIncome,OperatingIncome,GrossProfit,DilutedEPS
2025,38.0,2024,-47.5951513378883,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,-50.916744306079366,-87.17897781819386,6.0718414433569485,3.617313190241564,-279.9834311426267,3089875864.0,-639648088.7,126928122.6,2668004663.0,0.35095573
2017,81.0,2016,19.9743951262528,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,,,,,,,,,,
2019,73.0,2018,34.9856893510471,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,,,,,,,,,,
2021,16.0,2020,-7.10567176703004,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,,,,,,,,,,
2022,32.0,2021,-9.58859417036328,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,,,,,,5171695563.0,327948905.5,367586722.1,3976057345.0,1.143793103
2023,53.0,2022,35.4906498084522,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,15.581464823712961,-25.506976738537652,-1.5635537516654092,-2.5505895212384067,15.5941110466673,5090833323.0,379089622.0,273826462.4,3874644443.0,1.322012823
2024,35.0,2023,-15.8692721616013,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,-23.511458254592128,33.38411587352852,-0.35612478055589253,3.5037400720796925,-23.497257912272783,5072703604.0,290013955.8,365241005.9,4010401913.0,1.01118833
2025,35.0,2024,-37.3455245140392,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,10.753415340542945,1.8162413291064765,6.4238538349263266,5.827934732485751,9.49371568138859,5398566669.0,317547056.2,371874664.0,4244125519.0,1.119925611
2019,36.0,2018,-25.8160212257306,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,,,,,,,,,,
2018,37.0,2017,17.2127407000827,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,,,,,,,,,,
2019,46.0,2018,38.6098280760358,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,,,,,,,,,,
2024,59.0,2023,-12.6077697637672,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,0.4291845554423619,1.5754737068931903,2.39492840877497,4.118590989946217,0.29403902421475925,2507763142.0,431512373.6,548706165.9,1567107570.0,2.691201904
2016,6.0,2015,5.26680552194448,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,,,,,,,,,,
2017,10.0,2016,-1.46252841931905,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,,,,,,,,,,
2016,46.0,2015,-20.8409946896416,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,,,,,,,,,,
2017,39.0,2016,29.9723513484576,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,,,,,,,,,,
2018,12.0,2017,-9.60947242943314,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,,,,,,,,,,
2020,8.0,2019,48.907276890332,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,,,,,,,,,,
2018,52.0,2017,7.64864486311537,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,,,,,,,,,,
2019,72.0,2018,19.9475942417937,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,,,,,,,,,,
2022,23.0,2021,-8.35322481191635,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,,,,,,2272519602.0,283365630.7,1003238010.0,1071182156.0,0.347292671
2025,21.0,2024,-20.5816568364963,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,24.778386190063074,2.1601918090739627,4.380912428835908,3.3763044399292674,24.77854998390327,2032950540.0,775469106.4,1006115837.0,1106585531.0,0.9504131
2016,29.0,2015,0.314989817574453,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,,,,,,,,,,
2017,62.0,2016,20.3794020086078,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,,,,,,,,,,
2024,14.0,2023,-50.9083505599613,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,11.191335740072205,2.3921268404176237,-1.7189844232991098,8.59772520893294,10.462500188744773,2290786000.0,438936000.0,461425000.0,1058388000.0,3.08
2025,10.0,2024,-46.280422107656,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,-75.64935064935065,-80.39854797637751,-41.92460579032699,-40.55696020740976,-76.61208012101991,1330383000.0,102658000.0,90446000.0,629138000.0,0.75
2024,69.0,2023,23.8416979090911,EQIX,Equinix Inc,USA,Information Technology,,70.5,2,USD,2024-12-31,34.41981747066494,18.35236541598695,12.735784111248796,12.756264236902052,37.4468085106383,8188000000.0,969000000.0,1451000000.0,3960000000.0,10.31
2025,72.0,2024,18.9605888959619,EQIX,Equinix Inc,USA,Information Technology,,70.5,2,USD,2024-12-31,-17.555771096023282,11.922811853893867,6.839276990718124,8.106060606060606,-15.892672858617132,8748000000.0,815000000.0,1624000000.0,4281000000.0,8.5
2019,16.0,2018,14.0533683360496,ERG.MI,ERG SpA,Italy,Utilities,665.0,30.2,5,EUR,2024-12-31,,,,,,,,,,
2020,35.0,2019,22.3769450863202,ERG.MI,ERG SpA,Italy,Utilities,665.0,30.2,5,EUR,2024-12-31,,,,,,,,,,
2023,54.0,2022,4.67076488088427,ERG.MI,ERG SpA,Italy,Utilities,665.0,30.2,5,EUR,2024-12-31,59.99999992804138,32.77290216177029,18.69462994068341,18.913246977484604,119.17037312508829,820976442.7,435812546.3,303621628.8,803508932.2,1.334100089
2024,28.0,2023,2.88676224614079,ERG.MI,ERG SpA,Italy,Utilities,665.0,30.2,5,EUR,2024-12-31,118.44827588494373,11.805726535908757,3.796514330849015,2.4860767316308747,-52.850458793687096,852144931.0,205483616.1,339466368.0,823484780.8,2.914318643
2025,18.0,2024,-29.2429734941655,ERG.MI,ERG SpA,Italy,Utilities,665.0,30.2,5,EUR,2024-12-31,-52.762430926809266,-14.488796133112073,-0.3881555800746791,0.06759588191287573,4.7120917393666595,848837282.9,215166192.6,290281778.0,824041422.6,1.376653282
2021,63.0,2020,-10.141358469481,ESSITY-B.ST,Essity AB,Sweden,Consumer Staples,36000.0,57.5,4,SEK,2024-12-31,,,,,,,,,,
2023,52.0,2022,-4.64167449789864,ESSITY-B.ST,Essity AB,Sweden,Consumer Staples,36000.0,57.5,4,SEK,2024-12-31,-35.370823191636774,-13.487790831263895,29.422663751579375,9.888827876860145,-35.41763341511863,13535841959.0,573819922.2,927574183.6,3301087988.0,0.81738674
2024,68.0,2023,-6.64492072271317,ESSITY-B.ST,Essity AB,Sweden,Consumer Staples,36000.0,57.5,4,SEK,2024-12-31,71.50063053384008,82.25358369061878,12.052238803773108,34.79985011535536,71.6184659682769,15167213956.0,984780947.9,1690537191.0,4449861660.0,1.401823413
2025,47.0,2024,22.1765732279836,ESSITY-B.ST,Essity AB,Sweden,Consumer Staples,36000.0,57.5,4,SEK,2024-12-31,119.33823536445671,13.852813901211594,-1.0880276132368947,9.179773467384601,118.63093996601475,15002190480.0,2153035843.0,1924724162.0,4858348880.0,3.074734737
2023,46.0,2022,70.1965568121146,FSLR,First Solar Inc,USA,Information Technology,8100.0,31.33333333,3,USD,2024-12-31,-109.36073059360731,-163.8835225398039,-10.400916474337727,-90.42980790570365,-109.42322586426509,2619319000.0,-44166000.0,-280747000.0,69858000.0,-0.41
2024,34.0,2023,14.085163264805,FSLR,First Solar Inc,USA,Information Technology,8100.0,31.33333333,3,USD,2024-12-31,-1987.8048780487807,-415.5770141800269,26.69713005556024,1761.8898336625725,-1981.0329212516415,3318602000.0,830777000.0,885973000.0,1300679000.0,7.74
2025,14.0,2024,4.14669070876443,FSLR,First Solar Inc,USA,Information Technology,8100.0,31.33333333,3,USD,2024-12-31,55.297157622739014,57.31122731731102,26.74882375168821,42.838009993242,55.522360392740765,4206289000.0,1292044000.0,1393735000.0,1857864000.0,12.02
2017,96.0,2016,-0.270887090476054,FRA.DE,Fraport AG Frankfurt Airport Services Worldwide,Germany,Health Care,19431.0,96.0,1,EUR,2024-12-31,,,,,,,,,,
2025,88.0,2024,19.5282183812386,FME.DE,Fresenius Medical Care AG & Co KGaA,Germany,Health Care,112035.0,88.0,1,EUR,2024-12-31,7.647058830750179,-0.6273685270677624,-0.6050700012485575,-3.418331570325195,7.798844479262443,22237963723.0,618646363.1,1687613611.0,5470560221.0,2.104657899
2016,16.0,2015,25.9778177824729,GALP.LS,Galp Energia SGPS SA,Portugal,Consumer Staples,6881.0,16.0,1,EUR,2024-12-31,,,,,,,,,,
2016,70.0,2015,26.7690671681733,GE,General Electric Co,USA,Health Care,53000.0,83.33333333,3,USD,2024-12-31,,,,,,,,,,
2017,99.0,2016,6.67157338309245,GE,General Electric Co,USA,Health Care,53000.0,83.33333333,3,USD,2024-12-31,,,,,,,,,,
2018,81.0,2017,-43.0423749048581,GE,General Electric Co,USA,Health Care,53000.0,83.33333333,3,USD,2024-12-31,,,,,,,,,,
2016,69.0,2015,13.7759135396861,GIS,General Mills Inc,USA,Consumer Staples,34000.0,80.5,2,USD,2024-05-31,,,,,,,,,,
2017,92.0,2016,11.9005676257337,GIS,General Mills Inc,USA,Consumer Staples,34000.0,80.5,2,USD,2024-05-31,,,,,,,,,,
2023,51.0,2022,-42.2675215256413,9921.TW,Giant Manufacturing Co Ltd,Taiwan,Consumer Discretionary,,35.0,3,TWD,2024-12-31,-3.7507945536572787,-2.6083791181841782,12.468012261269777,5.3626621471396,-1.4535906322633754,3116638083.0,197876099.3,287535223.9,705110298.1,0.512646856
2024,21.0,2023,-4.56236494477628,9921.TW,Giant Manufacturing Co Ltd,Taiwan,Consumer Discretionary,,35.0,3,TWD,2024-12-31,-44.25363275806377,-38.36037634066022,-16.394531202935315,-18.491767905155214,-41.79557227607023,2605679880.0,115172651.2,177235629.9,574722938.3,0.285781999
2025,33.0,2024,-20.8370975103134,9921.TW,Giant Manufacturing Co Ltd,Taiwan,Consumer Discretionary,,35.0,3,TWD,2024-12-31,-61.96682457945856,-64.5212158269312,-7.374285247963767,-20.26274453991111,-62.83838332793368,2413529613.0,42800019.15,62881046.61,458268297.5,0.108691969
2022,79.0,2021,51.5379733889801,GIL.TO,Gildan Activewear Inc,Canada,Consumer Discretionary,50000.0,69.5,2,USD,2024-12-31,,,,,,2922570000.0,607183000.0,626038000.0,940209000.0,3.07
2023,60.0,2022,-30.7362654681781,GIL.TO,Gildan Activewear Inc,Canada,Consumer Discretionary,50000.0,69.5,2,USD,2024-12-31,-4.560260586319208,6.4079177302336285,10.877823285669805,5.552276142857599,-10.811073432556578,3240482000.0,541540000.0,666154000.0,992412000.0,2.93
2023,83.0,2022,24.2111801520655,GILD,Gilead Sciences Inc,USA,Health Care,17600.0,83.0,1,USD,2024-12-31,-26.166328600405674,1.0776457584968222,-0.08789598974546786,4.443585780525503,-26.232931726907633,27281000000.0,4592000000.0,10974000000.0,21624000000.0,3.64
2018,53.0,2017,-3.08024774056636,GSK,GlaxoSmithKline plc,United Kingdom,Health Care,68629.0,45.66666667,3,GBP,2024-12-31,,,,,,,,,,
2019,5.0,2018,11.534140190863,GSK,GlaxoSmithKline plc,United Kingdom,Health Care,68629.0,45.66666667,3,GBP,2024-12-31,,,,,,,,,,
2020,79.0,2019,30.9947759376423,GSK,GlaxoSmithKline plc,United Kingdom,Health Care,68629.0,45.66666667,3,GBP,2024-12-31,,,,,,,,,,
2018,29.0,2017,40.5635377713996,HLMA.L,Halma PLC,United Kingdom,Information Technology,9000.0,42.5,2,GBP,2025-03-31,,,,,,,,,,
2019,56.0,2018,6.17298991350908,HLMA.L,Halma PLC,United Kingdom,Information Technology,9000.0,42.5,2,GBP,2025-03-31,,,,,,,,,,
2017,55.0,2016,3.15229234177934,0011.HK,Hang Seng Bank Ltd,Hong Kong SAR,Financials,8328.0,55.0,1,HKD,2024-12-31,,,,,,,,,,
2016,77.0,2015,16.6512722351486,HEN3.DE,Henkel AG & Co KGaA,Germany,Consumer Staples,47150.0,70.57142857,7,EUR,2024-12-31,,,,,,,,,,
2017,15.0,2016,14.3941264694749,HEN3.DE,Henkel AG & Co KGaA,Germany,Consumer Staples,47150.0,70.57142857,7,EUR,2024-12-31,,,,,,,,,,
2021,88.0,2020,2.77738354569479,HEN3.DE,Henkel AG & Co KGaA,Germany,Consumer Staples,47150.0,70.57142857,7,EUR,2024-12-31,,,,,,,,,,
2022,63.0,2021,-21.9131630044295,HEN3.DE,Henkel AG & Co KGaA,Germany,Consumer Staples,47150.0,70.57142857,7,EUR,2024-12-31,,,,,,23077631368.0,1879240988.0,2485336459.0,10322024396.0,4.324324427
2023,81.0,2022,-6.18960415550766,HEN3.DE,Henkel AG & Co KGaA,Germany,Consumer Staples,47150.0,70.57142857,7,EUR,2024-12-31,-22.07446809586934,-18.74132346601527,11.616665008859327,4.367688020333564,-22.949816428759164,25758482496.0,1447958631.0,2019551514.0,10772858219.0,3.369752811
2024,86.0,2023,14.814827484427,HEN3.DE,Henkel AG & Co KGaA,Germany,Consumer Staples,47150.0,70.57142857,7,EUR,2024-12-31,6.825938574756785,25.96810937301994,-3.942492299993603,3.138678344468055,4.686258954314006,24742956307.0,1515813722.0,2543990860.0,11110983587.0,3.599770068
2025,84.0,2024,18.9050843734453,HEN3.DE,Henkel AG & Co KGaA,Germany,Consumer Staples,47150.0,70.57142857,7,EUR,2024-12-31,52.715654948881586,27.802893285552134,0.3346658013398884,11.99668770602424,52.27617599044271,24825762520.0,2308223171.0,3251293924.0,12443933589.0,5.497412436
2016,20.0,2015,-4.92786309931938,HM-B.ST,Hennes & Mauritz AB,Sweden,Consumer Discretionary,140000.0,39.5,4,SEK,2024-11-30,,,,,,,,,,
2017,54.0,2016,-12.1208634247513,HM-B.ST,Hennes & Mauritz AB,Sweden,Consumer Discretionary,140000.0,39.5,4,SEK,2024-11-30,,,,,,,,,,
2018,57.0,2017,-29.818696988023,HM-B.ST,Hennes & Mauritz AB,Sweden,Consumer Discretionary,140000.0,39.5,4,SEK,2024-11-30,,,,,,,,,,
2020,27.0,2019,60.3985955936055,HM-B.ST,Hennes & Mauritz AB,Sweden,Consumer Discretionary,140000.0,39.5,4,SEK,2024-11-30,,,,,,,,,,
2017,73.0,2016,31.1223232169925,HES,Hess Corp,USA,Energy,1797.0,73.0,1,USD,2024-12-31,,,,,,,,,,
2016,96.0,2015,-17.1058830761624,HPE,Hewlett Packard Enterprise,USA,Information Technology,61000.0,60.28571429,7,USD,2024-10-31,,,,,,,,,,
2018,79.0,2017,8.34544879376347,HPE,Hewlett Packard Enterprise,USA,Information Technology,61000.0,60.28571429,7,USD,2024-10-31,,,,,,,,,,
2020,15.0,2019,25.5969626445906,HPE,Hewlett Packard Enterprise,USA,Information Technology,61000.0,60.28571429,7,USD,2024-10-31,,,,,,,,,,
2021,30.0,2020,-23.730477850074,HPE,Hewlett Packard Enterprise,USA,Information Technology,61000.0,60.28571429,7,USD,2024-10-31,,,,,,,,,,
2022,54.0,2021,37.8369512238734,HPE,Hewlett Packard Enterprise,USA,Information Technology,61000.0,60.28571429,7,USD,2024-10-31,,,,,,27784000000.0,3427000000.0,2114000000.0,9376000000.0,2.58
2023,67.0,2022,3.70142642121086,HPE,Hewlett Packard Enterprise,USA,Information Technology,61000.0,60.28571429,7,USD,2024-10-31,-74.4186046511628,5.345316934720908,2.562625971782321,1.386518771331058,-74.67172454041435,28496000000.0,868000000.0,2227000000.0,9506000000.0,0.66
2024,81.0,2023,8.83082853548772,HPE,Hewlett Packard Enterprise,USA,Information Technology,61000.0,60.28571429,7,USD,2024-10-31,133.33333333333331,9.654243376740009,2.242419988770354,7.710919419314117,133.29493087557606,29135000000.0,2025000000.0,2442000000.0,10239000000.0,1.54
2017,21.0,2016,30.4614154073912,HOLM-B.ST,Holmen AB,Sweden,Materials,3500.0,21.0,1,SEK,2024-12-31,,,,,,,,,,
2018,21.0,2017,12.67800341727,7267.T,Honda Motor Co Ltd,Japan,Consumer Discretionary,194173.0,21.0,1,JPY,2025-03-31,,,,,,,,,,
2017,82.0,2016,33.0751835379417,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,,,,,,,,,,
2018,77.0,2017,44.6197278695773,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,,,,,,,,,,
2019,39.0,2018,-1.59087140093905,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,,,,,,,,,,
2020,58.0,2019,5.7928430299361,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,,,,,,,,,,
2021,50.0,2020,21.970873559866,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,,,,,,,,,,
2022,50.0,2021,56.8808187144022,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,,,,,,63460000000.0,6541000000.0,5678000000.0,13407000000.0,5.33
2023,39.0,2022,-26.4806810942503,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,-42.77673545966229,-9.880239520958083,-0.8666876772770249,-8.532855970761542,-52.11741323956581,62910000000.0,3132000000.0,5117000000.0,12263000000.0,3.05
2024,67.0,2023,15.5285901873406,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,6.885245901639343,-17.471174516318154,-14.611349546971864,-6.156731631737747,4.182630906768837,53718000000.0,3263000000.0,4223000000.0,11508000000.0,3.26
2025,79.0,2024,13.1168218097208,HPQ,HP Inc,USA,Information Technology,58000.0,60.11111111,9,USD,2024-10-31,-13.803680981595084,-0.49727681742836843,-0.2959901708924383,2.6937782412234967,-14.955562365920933,53559000000.0,2775000000.0,4202000000.0,11818000000.0,2.81
2024,32.0,2023,12.4490338606358,H.TO,Hydro One Ltd,Canada,Utilities,7261.0,32.0,1,CAD,2024-12-31,3.428571450554305,-2.5993133921216804,0.8226221046187895,1.4295925912146978,3.333333329407816,5709169997.0,789705436.8,1445488477.0,2065607401.0,1.317388793
2016,58.0,2015,18.7525627408308,IBE.MC,Iberdrola SA,Spain,Utilities,44701.0,32.85714286,7,EUR,2024-12-31,,,,,,,,,,
2017,26.0,2016,0.761578022052668,IBE.MC,Iberdrola SA,Spain,Utilities,44701.0,32.85714286,7,EUR,2024-12-31,,,,,,,,,,
2019,61.0,2018,11.6638094531566,IBE.MC,Iberdrola SA,Spain,Utilities,44701.0,32.85714286,7,EUR,2024-12-31,,,,,,,,,,
2020,17.0,2019,39.6311692755777,IBE.MC,Iberdrola SA,Spain,Utilities,44701.0,32.85714286,7,EUR,2024-12-31,,,,,,,,,,
2021,19.0,2020,32.7703728344543,IBE.MC,Iberdrola SA,Spain,Utilities,44701.0,32.85714286,7,EUR,2024-12-31,,,,,,,,,,
2022,25.0,2021,-8.39025629629141,IBE.MC,Iberdrola SA,Spain,Utilities,44701.0,32.85714286,7,EUR,2024-12-31,,,,,,44984474900.0,4468085212.0,8901667836.0,19622772172.0,0.644048319
2023,24.0,2022,10.0380097882342,IBE.MC,Iberdrola SA,Spain,Utilities,44701.0,32.85714286,7,EUR,2024-12-31,11.607142786440518,9.263565886665825,37.927596256103016,18.385886766539787,11.685971690908746,62046004918.0,4990224385.0,9726279701.0,23230592844.0,0.718803927
2020,83.0,2019,28.6959185067546,IGM.TO,IGM Financial Inc,Canada,Financials,,72.66666667,6,CAD,2024-12-31,,,,,,,,,,
2021,29.0,2020,1.23311090271612,IGM.TO,IGM Financial Inc,Canada,Financials,,72.66666667,6,CAD,2024-12-31,,,,,,,,,,
2022,41.0,2021,39.5445121614502,IGM.TO,IGM Financial Inc,Canada,Financials,,72.66666667,6,CAD,2024-12-31,,,,,,2611194144.0,712517371.1,862648744.8,1268221078.0,2.969583578
2023,92.0,2022,-11.7645658105678,IGM.TO,IGM Financial Inc,Canada,Financials,,72.66666667,6,CAD,2024-12-31,-11.029411747373281,-14.824348910360804,-12.216474662865972,-12.05873121436955,-11.41070678381949,2292198273.0,631214103.1,734766685.0,1115289707.0,2.642055978
2024,96.0,2023,-2.2626803845323,IGM.TO,IGM Financial Inc,Canada,Financials,,72.66666667,6,CAD,2024-12-31,32.78236911754032,-1.1567896821560504,1.1763809578614057,1.1718102406911213,32.47621200052999,2319163257.0,836208533.4,726266979.8,1128358786.0,3.508184521
2025,95.0,2024,38.8680302082162,IGM.TO,IGM Financial Inc,Canada,Financials,,72.66666667,6,CAD,2024-12-31,-18.464730293472492,12.864988371869801,9.586369149690267,9.764391819961421,-18.746583661687367,2541486808.0,679448001.1,819701142.3,1238536159.0,2.860407711
2019,54.0,2018,-20.9423827289023,ITX.MC,Industria de Diseno Textil SA,Spain,Consumer Discretionary,67195.0,78.25,4,EUR,2025-01-31,,,,,,,,,,
2020,94.0,2019,46.7873136348621,ITX.MC,Industria de Diseno Textil SA,Spain,Consumer Discretionary,67195.0,78.25,4,EUR,2025-01-31,,,,,,,,,,
2021,92.0,2020,-15.5275443439939,ITX.MC,Industria de Diseno Textil SA,Spain,Consumer Discretionary,67195.0,78.25,4,EUR,2025-01-31,,,,,,,,,,
2022,73.0,2021,9.65437371373428,ITX.MC,Industria de Diseno Textil SA,Spain,Consumer Discretionary,67195.0,78.25,4,EUR,2025-01-31,,,,,,31875791439.0,3729729818.0,4924669467.0,18187464490.0,1.198389908
2016,45.0,2015,18.6550563887231,INGA.AS,ING Groep NV,Netherlands,Financials,60000.0,34.85714286,7,EUR,2024-12-31,,,,,,,,,,
2017,5.0,2016,15.985462147837,INGA.AS,ING Groep NV,Netherlands,Financials,60000.0,34.85714286,7,EUR,2024-12-31,,,,,,,,,,
2018,54.0,2017,20.352959999629,INGA.AS,ING Groep NV,Netherlands,Financials,60000.0,34.85714286,7,EUR,2024-12-31,,,,,,,,,,
2019,35.0,2018,-36.1714917845705,INGA.AS,ING Groep NV,Netherlands,Financials,60000.0,34.85714286,7,EUR,2024-12-31,,,,,,,,,,
2020,7.0,2019,23.0105024492396,INGA.AS,ING Groep NV,Netherlands,Financials,60000.0,34.85714286,7,EUR,2024-12-31,,,,,,,,,,
2021,37.0,2020,-28.308556235529,INGA.AS,ING Groep NV,Netherlands,Financials,60000.0,34.85714286,7,EUR,2024-12-31,,,,,,,,,,
2022,61.0,2021,66.8126208156483,INGA.AS,ING Groep NV,Netherlands,Financials,60000.0,34.85714286,7,EUR,2024-12-31,,,,,,21029327697.0,5492812091.0,6866015114.0,15173893402.0,1.414606129
2018,48.0,2017,59.6705376438197,IR,Ingersoll-Rand PLC,USA,Health Care,21000.0,57.0,2,USD,2024-12-31,,,,,,,,,,
2019,66.0,2018,-40.3919147436842,IR,Ingersoll-Rand PLC,USA,Health Care,21000.0,57.0,2,USD,2024-12-31,,,,,,,,,,
2016,74.0,2015,-6.60464135448062,IAG.AX,Insurance Australia Group Ltd,Australia,Financials,,74.0,1,AUD,2024-06-30,,,,,,,,,,
2016,38.0,2015,-1.71039399426313,INTC,Intel Corp,USA,Information Technology,108900.0,55.16666667,6,USD,2024-12-31,,,,,,,,,,
2017,63.0,2016,10.5861391332354,INTC,Intel Corp,USA,Information Technology,108900.0,55.16666667,6,USD,2024-12-31,,,,,,,,,,
2018,26.0,2017,29.6547857626131,INTC,Intel Corp,USA,Information Technology,108900.0,55.16666667,6,USD,2024-12-31,,,,,,,,,,
2020,81.0,2019,32.9578222783226,INTC,Intel Corp,USA,Information Technology,108900.0,55.16666667,6,USD,2024-12-31,,,,,,,,,,
2021,59.0,2020,-17.061439405874,INTC,Intel Corp,USA,Information Technology,108900.0,55.16666667,6,USD,2024-12-31,,,,,,,,,,
2022,64.0,2021,6.39728598152772,INTC,Intel Corp,USA,Information Technology,108900.0,55.16666667,6,USD,2024-12-31,,,,,,79024000000.0,19868000000.0,22082000000.0,43815000000.0,4.86
2017,20.0,2016,-15.3367537719479,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,,,,,,,,,,
2018,41.0,2017,22.4357239927851,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,,,,,,,,,,
2019,80.0,2018,-24.888576814225,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,,,,,,,,,,
2020,39.0,2019,33.9973736967897,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,,,,,,,,,,
2021,56.0,2020,-19.2143805387911,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,,,,,,,,,,
2022,90.0,2021,28.9848608050383,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,,,,,,25184589440.0,4813111097.0,6016388871.0,13296219405.0,0.253018982
2023,59.0,2022,-2.13582207777249,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,4.545454617314037,4.635603349117358,-1.520686818867594,4.635603348785143,4.635603344769417,24801610708.0,5036227836.0,6295284795.0,13912579397.0,0.264519845
2024,57.0,2023,38.7624193848278,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,82.60869576723063,76.38730304654946,17.857639691809972,76.38730304239355,76.38730304257824,29230592986.0,8883266455.0,11104083069.0,24540023582.0,0.483036239
2025,61.0,2024,58.7028091826001,ISP.MI,Intesa Sanpaolo SpA,Italy,Financials,91825.0,55.88888889,9,EUR,2024-12-31,14.285714285714294,12.195753495222704,11.323575702296909,12.195753496321966,12.195753493245858,32540541311.0,9966647734.0,12458309668.0,27532864366.0,0.552041416
2023,76.0,2022,35.1108774747863,INL.JO,Investec Ltd,South Africa,Financials,7900.0,69.33333333,3,GBP,,64.37102433575318,53.53353885259499,32.26098897727171,53.53353890868425,53.53353895288293,1241883427.0,388141432.1,485176790.0,1072240706.0,0.391644144
2024,52.0,2023,20.6548142309741,INL.JO,Investec Ltd,South Africa,Financials,7900.0,69.33333333,3,GBP,,193.12564111771832,178.61372428800644,103.58021018988926,178.61372425829168,178.61372416469732,2528228891.0,1081415299.0,1351769124.0,2987409764.0,1.148009408
2025,80.0,2024,-0.698530337070731,INL.JO,Investec Ltd,South Africa,Financials,7900.0,69.33333333,3,GBP,,-32.94246801155135,16.91898638158272,5.779128801198404,16.91898637712292,16.91898636621748,2674338495.0,1264379806.0,1580474758.0,3492849215.0,0.769826776
2018,27.0,2017,7.6558778073252,ITRI,Itron Inc,USA,Information Technology,5040.0,48.5,2,USD,2024-12-31,,,,,,,,,,
